assembly	contig_id	category
SRR6797129	NODE_1660_length_9063_cov_1_567216	2
SRR6797129	NODE_1664_length_9052_cov_1_609248	2
SRR6797129	NODE_1675_length_9020_cov_3_664430	2
SRR6797129	NODE_1701_length_8933_cov_3_070912	2
SRR6797129	NODE_1703_length_8925_cov_1_358499	2
SRR6797129	NODE_1704_length_8922_cov_3_486376	2
SRR6797129	NODE_1715_length_8887_cov_1_630193	2
SRR6797129	NODE_1718_length_8883_cov_2_029752	2
SRR6797129	NODE_1723_length_8871_cov_2_611553	2
SRR6797129	NODE_1730_length_8866_cov_1_474798	2
SRR6797129	NODE_1737_length_8839_cov_38_098608	2
SRR6797129	NODE_1740_length_8828_cov_6_179637	2
SRR6797129	NODE_1748_length_8796_cov_7_122720	2
SRR6797129	NODE_174_length_41588_cov_8_722748	2
SRR6797129	NODE_1751_length_8787_cov_5_498507	2
SRR6797129	NODE_175_length_41459_cov_25_690034	2
SRR6797129	NODE_1763_length_8741_cov_12_060134	2
SRR6797129	NODE_1780_length_8658_cov_6_308589	2
SRR6797129	NODE_1782_length_8656_cov_4_345262	2
SRR6797129	NODE_179_length_40953_cov_14_475707-circula	2
SRR6797129	NODE_184_length_40050_cov_22_921922	2
SRR6797129	NODE_1852_length_8386_cov_9_656397	2
SRR6797129	NODE_1856_length_8379_cov_112_224645	2
SRR6797129	NODE_1867_length_8357_cov_2_070894	2
SRR6797129	NODE_1873_length_8326_cov_1_530852	2
SRR6797129	NODE_1874_length_8323_cov_1_174751	2
SRR6797129	NODE_187_length_39920_cov_2_010466	2
SRR6797129	NODE_1882_length_8295_cov_12_210514	2
SRR6797129	NODE_1895_length_8251_cov_1_399682	2
SRR6797129	NODE_191_length_39437_cov_20_391667-circula	2
SRR6797129	NODE_1922_length_8168_cov_2_839080	2
SRR6797129	NODE_1929_length_8141_cov_5_690600	2
SRR6797129	NODE_1947_length_8076_cov_7_221153	2
SRR6797129	NODE_1949_length_8070_cov_8_147129	2
SRR6797129	NODE_194_length_38939_cov_1_455741	2
SRR6797129	NODE_1966_length_8020_cov_75_583407	2
SRR6797129	NODE_196_length_38913_cov_2_778865	2
SRR6797129	NODE_1977_length_7973_cov_8_305978	2
SRR6797129	NODE_197_length_38897_cov_9_497501	2
SRR6797129	NODE_1981_length_7960_cov_1_728657	2
SRR6797129	NODE_1986_length_7947_cov_2_147014	2
SRR6797129	NODE_1991_length_7943_cov_2_743071	2
SRR6797129	NODE_2026_length_7841_cov_71_466126	2
SRR6797129	NODE_2038_length_7825_cov_2_614997	2
SRR6797129	NODE_203_length_38666_cov_2_513385	2
SRR6797129	NODE_2052_length_7779_cov_1_742664	2
SRR6797129	NODE_2053_length_7778_cov_2_521101	2
SRR6797129	NODE_206_length_37849_cov_2_478000	2
SRR6797129	NODE_2087_length_7689_cov_1_376905	2
SRR6797129	NODE_208_length_37413_cov_5_749036-circula	2
SRR6797129	NODE_2092_length_7676_cov_1_772207	2
SRR6797129	NODE_2107_length_7648_cov_1_693568	2
SRR6797129	NODE_2131_length_7568_cov_7_704312	2
SRR6797129	NODE_2137_length_7556_cov_30_676695	2
SRR6797129	NODE_2140_length_7553_cov_6_269128	2
SRR6797129	NODE_2164_length_7507_cov_1_329610	2
SRR6797129	NODE_2166_length_7500_cov_3_160313	2
SRR6797129	NODE_2178_length_7465_cov_1_783568	2
SRR6797129	NODE_2191_length_7435_cov_8_073254	2
SRR6797129	NODE_2198_length_7409_cov_1_827469	2
SRR6797129	NODE_219_length_35937_cov_78_719437-circula	2
SRR6797129	NODE_2208_length_7368_cov_2_763818	2
SRR6797129	NODE_220_length_35790_cov_104_360373-circula	2
SRR6797129	NODE_2227_length_7319_cov_3_819111	2
SRR6797129	NODE_2228_length_7318_cov_2_242784	2
SRR6797129	NODE_2233_length_7293_cov_3_143708	2
SRR6797129	NODE_2250_length_7252_cov_2_963624	2
SRR6797129	NODE_2268_length_7200_cov_1_377931	2
SRR6797129	NODE_2277_length_7184_cov_25_857605	2
SRR6797129	NODE_2284_length_7174_cov_2_067071	2
SRR6797129	NODE_2287_length_7170_cov_1_482447	2
SRR6797129	NODE_2296_length_7158_cov_2_059596	2
SRR6797129	NODE_2306_length_7126_cov_9_814867	2
SRR6797129	NODE_2308_length_7124_cov_2_332908	2
SRR6797129	NODE_2315_length_7112_cov_1_407960	2
SRR6797129	NODE_2318_length_7100_cov_31_325929	2
SRR6797129	NODE_2327_length_7082_cov_5_424839	2
SRR6797129	NODE_2333_length_7064_cov_5_506369	2
SRR6797129	NODE_2364_length_7003_cov_1_365001	2
SRR6797129	NODE_236_length_34687_cov_57_504016	2
SRR6797129	NODE_2375_length_6983_cov_1_904286	2
SRR6797129	NODE_238_length_34601_cov_4_562710	2
SRR6797129	NODE_2394_length_6927_cov_1_207883	2
SRR6797129	NODE_2398_length_6920_cov_3_023235	2
SRR6797129	NODE_2414_length_6904_cov_1_414823	2
SRR6797129	NODE_241_length_34016_cov_2_049324	2
SRR6797129	NODE_2455_length_6823_cov_5_467388	2
SRR6797129	NODE_2471_length_6786_cov_4_236548	2
SRR6797129	NODE_2472_length_6786_cov_1_058876	2
SRR6797129	NODE_247_length_33838_cov_2_924025	2
SRR6797129	NODE_2489_length_6740_cov_4_947921	2
SRR6797129	NODE_249_length_33478_cov_13_097362	2
SRR6797129	NODE_2505_length_6706_cov_5_501282	2
SRR6797129	NODE_250_length_33471_cov_3_904115	2
SRR6797129	NODE_251_length_33409_cov_34_953588	2
SRR6797129	NODE_2522_length_6671_cov_3_330149	2
SRR6797129	NODE_2527_length_6664_cov_1_311219	2
SRR6797129	NODE_2532_length_6651_cov_12_758899	2
SRR6797129	NODE_2541_length_6634_cov_4_738905	2
SRR6797129	NODE_2547_length_6622_cov_2_036516	2
SRR6797129	NODE_2553_length_6609_cov_3_304042	2
SRR6797129	NODE_2610_length_6515_cov_8_132805	2
SRR6797129	NODE_2625_length_6471_cov_2_134032	2
SRR6797129	NODE_2628_length_6469_cov_1_452441	2
SRR6797129	NODE_262_length_32529_cov_4_401609	2
SRR6797129	NODE_2646_length_6435_cov_1_240170	2
SRR6797129	NODE_2663_length_6397_cov_8_644146	2
SRR6797129	NODE_266_length_32306_cov_14_766887	2
SRR6797129	NODE_2682_length_6363_cov_8_224944	2
SRR6797129	NODE_2683_length_6363_cov_7_272988	2
SRR6797129	NODE_2702_length_6331_cov_6_022865	2
SRR6797129	NODE_2722_length_6304_cov_12_318773	2
SRR6797129	NODE_272_length_31874_cov_5_428091	2
SRR6797129	NODE_273_length_31836_cov_2_502598	2
SRR6797129	NODE_2747_length_6262_cov_3_245109	2
SRR6797129	NODE_2761_length_6229_cov_4_180592	2
SRR6797129	NODE_2762_length_6229_cov_1_250650	2
SRR6797129	NODE_2797_length_6182_cov_6_876658	2
SRR6797129	NODE_2798_length_6179_cov_4_260079	2
SRR6797129	NODE_2800_length_6178_cov_2_044911	2
SRR6797129	NODE_2818_length_6151_cov_1_207606	2
SRR6797129	NODE_2844_length_6113_cov_3_260437	2
SRR6797129	NODE_2869_length_6076_cov_1_633106	2
SRR6797129	NODE_286_length_30941_cov_3_278350	2
SRR6797129	NODE_2874_length_6055_cov_106_323352	2
SRR6797129	NODE_2878_length_6050_cov_1_380546	2
SRR6797129	NODE_2879_length_6049_cov_4_909578	2
SRR6797129	NODE_287_length_30931_cov_2_954333	2
SRR6797129	NODE_2885_length_6045_cov_1_785690	2
SRR6797129	NODE_2908_length_6017_cov_2_410606	2
SRR6797129	NODE_292_length_30628_cov_10_563517-circula	2
SRR6797129	NODE_295_length_30597_cov_2_177163	2
SRR6797129	NODE_2966_length_5920_cov_2_197844	2
SRR6797129	NODE_2984_length_5883_cov_7_235102	2
SRR6797129	NODE_3002_length_5859_cov_1_375994	2
SRR6797129	NODE_3032_length_5825_cov_1_492867	2
SRR6797129	NODE_303_length_29967_cov_4_760589	2
SRR6797129	NODE_3060_length_5777_cov_2_150526	2
SRR6797129	NODE_3065_length_5773_cov_1_563027	2
SRR6797129	NODE_307_length_29774_cov_34_722295	2
SRR6797129	NODE_309_length_29606_cov_1_692709	2
SRR6797129	NODE_3126_length_5681_cov_1_463597	2
SRR6797129	NODE_3128_length_5677_cov_2_283929	2
SRR6797129	NODE_3134_length_5673_cov_3_129021	2
SRR6797129	NODE_3142_length_5660_cov_3_131291	2
SRR6797129	NODE_3143_length_5659_cov_77_943031	2
SRR6797129	NODE_3163_length_5635_cov_1_692875	2
SRR6797129	NODE_316_length_29293_cov_4_350527	2
SRR6797129	NODE_3202_length_5591_cov_3_341313	2
SRR6797129	NODE_3207_length_5586_cov_1_357234	2
SRR6797129	NODE_320_length_28968_cov_3_609879	2
SRR6797129	NODE_3217_length_5572_cov_1_639672	2
SRR6797129	NODE_3219_length_5571_cov_10_041318	2
SRR6797129	NODE_323_length_28843_cov_3_496141-circula	2
SRR6797129	NODE_3243_length_5544_cov_1_575270	2
SRR6797129	NODE_3245_length_5543_cov_14_614709	2
SRR6797129	NODE_3246_length_5543_cov_1_356568	2
SRR6797129	NODE_3247_length_5542_cov_7_834218	2
SRR6797129	NODE_3255_length_5532_cov_1_955454	2
SRR6797129	NODE_3279_length_5507_cov_4_384899	2
SRR6797129	NODE_327_length_28654_cov_5_228435	2
SRR6797129	NODE_3319_length_5439_cov_1_638381	2
SRR6797129	NODE_3326_length_5434_cov_1_638417	2
SRR6797129	NODE_3345_length_5414_cov_1_695709	2
SRR6797129	NODE_3355_length_5398_cov_1_211990	2
SRR6797129	NODE_3438_length_5300_cov_1_902355	2
SRR6797129	NODE_3440_length_5298_cov_6_199387	2
SRR6797129	NODE_3452_length_5283_cov_4_633116	2
SRR6797129	NODE_345_length_27577_cov_14_296945	2
SRR6797129	NODE_3465_length_5267_cov_1_371676	2
SRR6797129	NODE_3472_length_5255_cov_1_402086	2
SRR6797129	NODE_3478_length_5249_cov_1_600155	2
SRR6797129	NODE_3516_length_5209_cov_4_487724	2
SRR6797129	NODE_3536_length_5189_cov_10_529538	2
SRR6797129	NODE_3537_length_5188_cov_2_576208	2
SRR6797129	NODE_356_length_27219_cov_4_744345	2
SRR6797129	NODE_3581_length_5151_cov_7_757194	2
SRR6797129	NODE_3595_length_5137_cov_1_687352	2
SRR6797129	NODE_3636_length_5095_cov_1_090275	2
SRR6797129	NODE_363_length_26841_cov_1_809184	2
SRR6797129	NODE_3657_length_5072_cov_5_122923	2
SRR6797129	NODE_3693_length_5033_cov_1_170500	2
SRR6797129	NODE_369_length_26646_cov_1_978132	2
SRR6797129	NODE_3703_length_5019_cov_1_170376	2
SRR6797129	NODE_370_length_26628_cov_66_308312	2
SRR6797129	NODE_371_length_26626_cov_13_157181	2
SRR6797129	NODE_3733_length_4992_cov_1_680163	2
SRR6797129	NODE_3739_length_4988_cov_2_449807	2
SRR6797129	NODE_3765_length_4972_cov_1_792850	2
SRR6797129	NODE_3777_length_4960_cov_5_045873	2
SRR6797129	NODE_3815_length_4933_cov_1_253707	2
SRR6797129	NODE_3816_length_4932_cov_2_067971	2
SRR6797129	NODE_3881_length_4874_cov_16_489473	2
SRR6797129	NODE_3903_length_4849_cov_4_990780	2
SRR6797129	NODE_3905_length_4848_cov_1_448753	2
SRR6797129	NODE_4004_length_4763_cov_1_941101	2
SRR6797129	NODE_400_length_25779_cov_1_986733	2
SRR6797129	NODE_4013_length_4757_cov_3_608974	2
SRR6797129	NODE_404_length_25691_cov_2_114469	2
SRR6797129	NODE_4069_length_4715_cov_1_691031	2
SRR6797129	NODE_406_length_25462_cov_20_846681	2
SRR6797129	NODE_410_length_25134_cov_4_207726	2
SRR6797129	NODE_4132_length_4672_cov_1_283569	2
SRR6797129	NODE_4137_length_4666_cov_1_350403	2
SRR6797129	NODE_416_length_24894_cov_17_227787	2
SRR6797129	NODE_4178_length_4629_cov_1_375439	2
SRR6797129	NODE_4182_length_4626_cov_1_411299	2
SRR6797129	NODE_419_length_24688_cov_3_884483	2
SRR6797129	NODE_4203_length_4605_cov_1_478578	2
SRR6797129	NODE_4210_length_4602_cov_2_002652	2
SRR6797129	NODE_4212_length_4600_cov_1_018572	2
SRR6797129	NODE_4245_length_4572_cov_4_453393	2
SRR6797129	NODE_4309_length_4528_cov_2_900921	2
SRR6797129	NODE_433_length_23923_cov_3_642833	2
SRR6797129	NODE_4367_length_4486_cov_1_745294	2
SRR6797129	NODE_4396_length_4469_cov_4_466302	2
SRR6797129	NODE_4401_length_4464_cov_10_341691	2
SRR6797129	NODE_4421_length_4452_cov_2_384229	2
SRR6797129	NODE_4468_length_4424_cov_5_427651	2
SRR6797129	NODE_4471_length_4421_cov_7_964549	2
SRR6797129	NODE_4482_length_4414_cov_1_042656	2
SRR6797129	NODE_4483_length_4413_cov_1_801430	2
SRR6797129	NODE_4485_length_4413_cov_1_567574	2
SRR6797129	NODE_4510_length_4393_cov_2_051900	2
SRR6797129	NODE_451_length_23530_cov_12_075555	2
SRR6797129	NODE_455_length_23278_cov_2_760959	2
SRR6797129	NODE_4571_length_4342_cov_1_226260	2
SRR6797129	NODE_458_length_23243_cov_1_624665	2
SRR6797129	NODE_462_length_23075_cov_2_608749	2
SRR6797129	NODE_4631_length_4291_cov_1_724727	2
SRR6797129	NODE_466_length_22919_cov_1_912617	2
SRR6797129	NODE_4678_length_4257_cov_1_157895	2
SRR6797129	NODE_472_length_22543_cov_3_960563	2
SRR6797129	NODE_4735_length_4231_cov_1_450169	2
SRR6797129	NODE_474_length_22512_cov_2_608469	2
SRR6797129	NODE_475_length_22393_cov_1_896801	2
SRR6797129	NODE_476_length_22386_cov_8_349052	2
SRR6797129	NODE_4785_length_4197_cov_1_316990	2
SRR6797129	NODE_4796_length_4191_cov_1_342003	2
SRR6797129	NODE_4800_length_4189_cov_1_353842	2
SRR6797129	NODE_4811_length_4182_cov_1_324726	2
SRR6797129	NODE_4856_length_4148_cov_2_631049	2
SRR6797129	NODE_497_length_21761_cov_7_774488	2
SRR6797129	NODE_4983_length_4066_cov_57_770369	2
SRR6797129	NODE_4994_length_4060_cov_2_585237	2
SRR6797129	NODE_5004_length_4057_cov_1_730151	2
SRR6797129	NODE_500_length_21578_cov_2_191200	2
SRR6797129	NODE_501_length_21506_cov_11_728499	2
SRR6797129	NODE_5041_length_4041_cov_2_002018	2
SRR6797129	NODE_5058_length_4032_cov_2_860177	2
SRR6797129	NODE_510_length_21213_cov_22_078539	2
SRR6797129	NODE_512_length_21192_cov_2_783140	2
SRR6797129	NODE_515_length_21174_cov_4_960042	2
SRR6797129	NODE_51_length_72341_cov_2_117707	2
SRR6797129	NODE_520_length_20915_cov_1_514109	2
SRR6797129	NODE_5217_length_3939_cov_1_574055	2
SRR6797129	NODE_5226_length_3935_cov_1_714878	2
SRR6797129	NODE_5278_length_3909_cov_4_106211	2
SRR6797129	NODE_528_length_20573_cov_4_050644	2
SRR6797129	NODE_5305_length_3893_cov_3_053983	2
SRR6797129	NODE_530_length_20559_cov_2_827507	2
SRR6797129	NODE_5335_length_3875_cov_3_256714	2
SRR6797129	NODE_533_length_20518_cov_67_198914	2
SRR6797129	NODE_536_length_20469_cov_2_213074	2
SRR6797129	NODE_5446_length_3810_cov_1_214841	2
SRR6797129	NODE_5462_length_3797_cov_1_186559	2
SRR6797129	NODE_546_length_20097_cov_3_501299	2
SRR6797129	NODE_5483_length_3783_cov_29_975175	2
SRR6797129	NODE_54_length_71131_cov_2_536859	2
SRR6797129	NODE_551_length_20007_cov_3_975615	2
SRR6797129	NODE_5640_length_3693_cov_1_904867	2
SRR6797129	NODE_566_length_19814_cov_2_906521	2
SRR6797129	NODE_5676_length_3672_cov_22_620306	2
SRR6797129	NODE_572_length_19665_cov_29_492444	2
SRR6797129	NODE_5731_length_3647_cov_9_950700	2
SRR6797129	NODE_5792_length_3619_cov_1_545737	2
SRR6797129	NODE_5825_length_3605_cov_1_143991	2
SRR6797129	NODE_5945_length_3557_cov_1_615230	2
SRR6797129	NODE_6033_length_3523_cov_11_648288	2
SRR6797129	NODE_6055_length_3515_cov_1_258581	2
SRR6797129	NODE_606_length_19094_cov_4_228743	2
SRR6797129	NODE_607_length_19048_cov_2_659269	2
SRR6797129	NODE_6093_length_3498_cov_0_830167	2
SRR6797129	NODE_6103_length_3494_cov_1_307580	2
SRR6797129	NODE_6104_length_3492_cov_1_450366	2
SRR6797129	NODE_6154_length_3464_cov_1_708887	2
SRR6797129	NODE_6173_length_3458_cov_1_850340	2
SRR6797129	NODE_6183_length_3456_cov_2_033442	2
SRR6797129	NODE_618_length_18732_cov_2_547789	2
SRR6797129	NODE_619_length_18722_cov_5_172754	2
SRR6797129	NODE_6249_length_3421_cov_1_554127	2
SRR6797129	NODE_6276_length_3412_cov_1_464468	2
SRR6797129	NODE_630_length_18513_cov_44_268496	2
SRR6797129	NODE_635_length_18394_cov_25_134738	2
SRR6797129	NODE_637_length_18378_cov_7_267472	2
SRR6797129	NODE_6397_length_3370_cov_0_979957	2
SRR6797129	NODE_639_length_18347_cov_2_191133	2
SRR6797129	NODE_6408_length_3365_cov_1_265815	2
SRR6797129	NODE_6476_length_3340_cov_19_415875	2
SRR6797129	NODE_6501_length_3326_cov_2_463527	2
SRR6797129	NODE_650_length_18059_cov_19_737237	2
SRR6797129	NODE_652_length_17900_cov_3_513157	2
SRR6797129	NODE_6605_length_3289_cov_2_652242	2
SRR6797129	NODE_6695_length_3252_cov_3_222362	2
SRR6797129	NODE_672_length_17616_cov_3_944353	2
SRR6797129	NODE_67_length_64026_cov_4_466153-circula	2
SRR6797129	NODE_6812_length_3215_cov_3_092416	2
SRR6797129	NODE_687_length_17336_cov_2_587346	2
SRR6797129	NODE_688_length_17304_cov_13_425669	2
SRR6797129	NODE_68_length_63794_cov_13_003202	2
SRR6797129	NODE_6926_length_3171_cov_5_761474	2
SRR6797129	NODE_6978_length_3154_cov_1_374391	2
SRR6797129	NODE_7033_length_3136_cov_1_358287	2
SRR6797129	NODE_7041_length_3133_cov_1_742474	2
SRR6797129	NODE_704_length_17009_cov_18_246693	2
SRR6797129	NODE_708_length_16893_cov_2_378033	2
SRR6797129	NODE_7103_length_3114_cov_2_184722	2
SRR6797129	NODE_7123_length_3107_cov_2_807921	2
SRR6797129	NODE_7126_length_3107_cov_1_596040	2
SRR6797129	NODE_7239_length_3070_cov_6_310391	2
SRR6797129	NODE_723_length_16684_cov_8_991269	2
SRR6797129	NODE_7318_length_3048_cov_4_699091	2
SRR6797129	NODE_743_length_16337_cov_3_676322	2
SRR6797129	NODE_779_length_15621_cov_91_039115	2
SRR6797129	NODE_786_length_15490_cov_14_822098	2
SRR6797129	NODE_787_length_15454_cov_5_134422	2
SRR6797129	NODE_789_length_15445_cov_40_295549	2
SRR6797129	NODE_790_length_15439_cov_2_287137	2
SRR6797129	NODE_797_length_15386_cov_40_748971	2
SRR6797129	NODE_804_length_15256_cov_1_711114	2
SRR6797129	NODE_814_length_15198_cov_5_219430	2
SRR6797129	NODE_815_length_15192_cov_3_255045	2
SRR6797129	NODE_82_length_57926_cov_45_889920	2
SRR6797129	NODE_848_length_14733_cov_4_985057	2
SRR6797129	NODE_865_length_14550_cov_1_613625	2
SRR6797129	NODE_869_length_14529_cov_2_011694	2
SRR6797129	NODE_890_length_14324_cov_2_159542	2
SRR6797129	NODE_896_length_14296_cov_2_002743	2
SRR6797129	NODE_904_length_14234_cov_3_598079	2
SRR6797129	NODE_912_length_14156_cov_6_871724	2
SRR6797129	NODE_916_length_14126_cov_3_865186	2
SRR6797129	NODE_922_length_14073_cov_2_913475	2
SRR6797129	NODE_926_length_14054_cov_76_196251	2
SRR6797129	NODE_92_length_55972_cov_3_550300	2
SRR6797129	NODE_935_length_13990_cov_2_691296	2
SRR6797129	NODE_938_length_13968_cov_4_425023	2
SRR6797129	NODE_93_length_55725_cov_17_622161	2
SRR6797129	NODE_943_length_13910_cov_2_298851	2
SRR6797129	NODE_944_length_13907_cov_1_476356	2
SRR6797129	NODE_955_length_13756_cov_2_714818	2
SRR6797129	NODE_981_length_13524_cov_1_581245	2
SRR6797129	NODE_983_length_13502_cov_1_365661	2
SRR6797129	NODE_98_length_54535_cov_35_797807	2
SRR6797129	NODE_994_length_13358_cov_12_826067	2
SRR6797129	NODE_995_length_13348_cov_1_380454	2
SRR6797129	NODE_1039_length_12968_cov_23_479327	3
SRR6797129	NODE_1108_length_12377_cov_2_000732	3
SRR6797129	NODE_1113_length_12334_cov_2_044954	3
SRR6797129	NODE_1142_length_12052_cov_2_028309	3
SRR6797129	NODE_1151_length_11998_cov_30_503565	3
SRR6797129	NODE_1164_length_11935_cov_6_085259	3
SRR6797129	NODE_1291_length_10987_cov_4_948396	3
SRR6797129	NODE_1341_length_10635_cov_4_178538	3
SRR6797129	NODE_1457_length_10035_cov_14_094196	3
SRR6797129	NODE_1494_length_9816_cov_1_567307	3
SRR6797129	NODE_1548_length_9537_cov_2_380338	3
SRR6797129	NODE_1687_length_8983_cov_5_495060	3
SRR6797129	NODE_1827_length_8484_cov_2_152492	3
SRR6797129	NODE_1890_length_8273_cov_2_361762	3
SRR6797129	NODE_1980_length_7962_cov_1_486874	3
SRR6797129	NODE_198_length_38867_cov_23_915339	3
SRR6797129	NODE_2027_length_7841_cov_3_797656	3
SRR6797129	NODE_2094_length_7673_cov_4_396130	3
SRR6797129	NODE_2117_length_7612_cov_1_807432	3
SRR6797129	NODE_2369_length_6997_cov_1_544364	3
SRR6797129	NODE_2376_length_6979_cov_6_552593	3
SRR6797129	NODE_253_length_33102_cov_5_457260	3
SRR6797129	NODE_2585_length_6565_cov_1_302559	3
SRR6797129	NODE_2947_length_5945_cov_10_182856	3
SRR6797129	NODE_333_length_28389_cov_1_990781	3
SRR6797129	NODE_335_length_28252_cov_3_879645	3
SRR6797129	NODE_355_length_27228_cov_30_674671	3
SRR6797129	NODE_3582_length_5151_cov_2_941072	3
SRR6797129	NODE_3819_length_4930_cov_2_871626	3
SRR6797129	NODE_4009_length_4760_cov_1_804826	3
SRR6797129	NODE_409_length_25223_cov_2_767478	3
SRR6797129	NODE_413_length_25100_cov_39_211086	3
SRR6797129	NODE_429_length_24024_cov_2_152128	3
SRR6797129	NODE_443_length_23649_cov_2_923723	3
SRR6797129	NODE_4671_length_4263_cov_3_672480	3
SRR6797129	NODE_477_length_22322_cov_2_810744	3
SRR6797129	NODE_483_length_22086_cov_1_816848	3
SRR6797129	NODE_493_length_21892_cov_10_720284	3
SRR6797129	NODE_507_length_21302_cov_1_448481	3
SRR6797129	NODE_508_length_21286_cov_1_865906	3
SRR6797129	NODE_5094_length_4010_cov_12_841851	3
SRR6797129	NODE_5095_length_4010_cov_11_632596	3
SRR6797129	NODE_5111_length_4002_cov_2_727389	3
SRR6797129	NODE_524_length_20641_cov_4_015172	3
SRR6797129	NODE_5508_length_3769_cov_1_772210	3
SRR6797129	NODE_57_length_69103_cov_15_771130	3
SRR6797129	NODE_596_length_19224_cov_2_420222	3
SRR6797129	NODE_616_length_18772_cov_2_166408	3
SRR6797129	NODE_6188_length_3455_cov_1_082297	3
SRR6797129	NODE_6302_length_3401_cov_29_713598	3
SRR6797129	NODE_6502_length_3326_cov_1_134811	3
SRR6797129	NODE_715_length_16770_cov_2_447493	3
SRR6797129	NODE_722_length_16685_cov_12_360007	3
SRR6797129	NODE_7234_length_3072_cov_1_147913	3
SRR6797129	NODE_742_length_16342_cov_2_316877	3
SRR6797129	NODE_75_length_60574_cov_6_228210	3
SRR6797129	NODE_776_length_15633_cov_8_257264	3
SRR6797129	NODE_798_length_15385_cov_7_919454	3
SRR6797129	NODE_79_length_58320_cov_21_213674	3
SRR6797129	NODE_801_length_15333_cov_1_787100	3
SRR6797129	NODE_802_length_15314_cov_4_979327	3
SRR6797129	NODE_846_length_14769_cov_4_545263	3
SRR6797129	NODE_854_length_14670_cov_1_966970	3
SRR6797129	NODE_871_length_14524_cov_8_331211	3
SRR6797129	NODE_886_length_14377_cov_1_909860	3
SRR6797129	NODE_954_length_13768_cov_2_595939	3
SRR6797129	NODE_1257_length_11225_cov_1_491030	5
SRR6797129	NODE_1317_length_10783_cov_1_696712	5
SRR6797129	NODE_15_length_159018_cov_18_345285-circula	5
SRR6797129	NODE_163_length_42807_cov_2_717295	5
SRR6797129	NODE_28_length_108234_cov_8_686992	5
SRR6797129	NODE_487_length_22056_cov_2_198371	5
SRR6797129	NODE_759_length_16011_cov_3_700013	5
SRR6797129	NODE_805_length_15255_cov_2_016339	5
SRR6797129	NODE_980_length_13554_cov_4_906507	5
SRR6797129	NODE_216_length_36735_cov_3_500409	6
SRR6797129	NODE_223_length_35659_cov_9_949075	6
SRR6797129	NODE_402_length_25755_cov_2_481813	6
SRR6797129	NODE_729_length_16589_cov_1_466388	6
SRR6797129	NODE_991_length_13383_cov_1_467007	6
SRR6797130	NODE_1534_length_9183_cov_4_089501	1
SRR6797130	NODE_1998_length_6791_cov_1_423146	1
SRR6797130	NODE_2254_length_5938_cov_1_209862	1
SRR6797130	NODE_2990_length_4293_cov_1_247628	1
SRR6797130	NODE_3124_length_4119_cov_1_173182	1
SRR6797130	NODE_3223_length_3984_cov_0_927566	1
SRR6797130	NODE_3268_length_3923_cov_0_933957	1
SRR6797130	NODE_469_length_30734_cov_2_035065	1
SRR6797130	NODE_1040_length_14550_cov_1_985007	2
SRR6797130	NODE_104_length_98403_cov_2_051400	2
SRR6797130	NODE_1086_length_14075_cov_1_917631	2
SRR6797130	NODE_1106_length_13742_cov_1_536407	2
SRR6797130	NODE_1172_length_12797_cov_30_933255	2
SRR6797130	NODE_131_length_86135_cov_52_538160	2
SRR6797130	NODE_1326_length_11031_cov_18_814771	2
SRR6797130	NODE_1377_length_10421_cov_1_361079	2
SRR6797130	NODE_1409_length_10195_cov_2_094979	2
SRR6797130	NODE_1477_length_9650_cov_1_243811	2
SRR6797130	NODE_1479_length_9641_cov_2_189670	2
SRR6797130	NODE_1734_length_8019_cov_1_735079	2
SRR6797130	NODE_1736_length_8015_cov_1_166037	2
SRR6797130	NODE_1807_length_7656_cov_2_170867	2
SRR6797130	NODE_1860_length_7432_cov_1_410197	2
SRR6797130	NODE_1873_length_7363_cov_1_284244	2
SRR6797130	NODE_1886_length_7305_cov_1_254289	2
SRR6797130	NODE_1932_length_7083_cov_1_795461	2
SRR6797130	NODE_1948_length_7036_cov_1_451933	2
SRR6797130	NODE_194_length_63954_cov_2_800523	2
SRR6797130	NODE_197_length_63141_cov_2_567027	2
SRR6797130	NODE_205_length_60722_cov_48_247803	2
SRR6797130	NODE_2084_length_6492_cov_1_216991	2
SRR6797130	NODE_2127_length_6325_cov_1_230154	2
SRR6797130	NODE_2202_length_6074_cov_33_099216	2
SRR6797130	NODE_2244_length_5961_cov_1_168593	2
SRR6797130	NODE_2267_length_5890_cov_1_226733	2
SRR6797130	NODE_2282_length_5847_cov_2_425477	2
SRR6797130	NODE_2371_length_5589_cov_1_373004	2
SRR6797130	NODE_2384_length_5567_cov_1_046266	2
SRR6797130	NODE_259_length_50329_cov_3_840743	2
SRR6797130	NODE_2721_length_4720_cov_18_247254	2
SRR6797130	NODE_2806_length_4552_cov_1_297654	2
SRR6797130	NODE_2860_length_4474_cov_1_263361	2
SRR6797130	NODE_2907_length_4404_cov_32_040444	2
SRR6797130	NODE_3055_length_4195_cov_1_440262	2
SRR6797130	NODE_320_length_42287_cov_3_200805	2
SRR6797130	NODE_330_length_41570_cov_2_608464	2
SRR6797130	NODE_336_length_40865_cov_3_681352	2
SRR6797130	NODE_3450_length_3707_cov_0_733058	2
SRR6797130	NODE_3577_length_3592_cov_2_538549	2
SRR6797130	NODE_372_length_37562_cov_34_748913	2
SRR6797130	NODE_390_length_36275_cov_1_942262	2
SRR6797130	NODE_409_length_34809_cov_2_264482	2
