seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
virus--3300005353_____Ga0070669_100000479||full	0.967	0.000	0.967	dsDNAphage	30350	8	51.400	25.700
virus--3300005458_____Ga0070681_10000050||full	1.000	0.007	1.000	dsDNAphage	82161	9	28.200	1.500
virus--3300005460_____Ga0073908_1000307||full	0.900	0.000	0.900	dsDNAphage	79526	3	28.600	12.700
virus--3300005460_____Ga0073908_1000423||full	0.980	0.007	0.980	dsDNAphage	69789	12	35.300	15.300
virus--3300005461_____Ga0073906_1001209||full	1.000	0.360	1.000	dsDNAphage	41379	5	84.100	0.000
virus--3300005515_____Ga0077122_10000601||full	0.980	0.013	0.980	dsDNAphage	55681	8	42.200	3.300
virus--3300005526_____Ga0073909_10000042||full	0.973	0.000	0.973	dsDNAphage	46084	1	12.300	4.100
virus--3300005528_____Ga0068872_10000414||full	0.987	0.360	0.987	dsDNAphage	36350	12	52.700	0.000
virus--3300005529_____Ga0070741_10003775||full	1.000	0.000	1.000	dsDNAphage	35874	5	26.100	8.700
virus--3300005530_____Ga0070679_100000053||full	0.987	0.007	0.987	dsDNAphage	84883	7	31.800	6.800
virus--3300005530_____Ga0070679_100000229||full	1.000	0.113	1.000	dsDNAphage	46124	8	45.200	1.400
virus--3300005593_____Ga0066837_10000149||full	0.927	0.000	0.927	dsDNAphage	30418	5	35.300	20.600
virus--3300005600_____Ga0070726_10000419||full	0.953	0.007	0.953	dsDNAphage	51580	12	45.900	9.800
virus--3300005613_____Ga0074649_1001776||full	0.987	0.813	0.987	dsDNAphage	24966	1	56.000	0.000
virus--3300005615_____Ga0070702_100000028||full	1.000	0.000	1.000	dsDNAphage	39452	8	56.900	2.000
virus--3300005618_____Ga0068864_100000282||full	0.947	0.000	0.947	dsDNAphage	45519	2	15.300	5.100
virus--3300005662_____Ga0078894_10000167||full	1.000	0.133	1.000	dsDNAphage	41578	2	36.800	1.800
virus--3300005663_____Ga0073582_100336||full	1.000	0.087	1.000	dsDNAphage	42976	2	24.400	1.300
virus--3300005688_____Ga0074437_100036||full	0.967	0.000	0.967	dsDNAphage	37492	5	39.100	13.000
virus--3300005689_____Ga0074438_1000069||full	1.000	0.000	1.000	dsDNAphage	58930	5	30.800	2.200
virus--3300005915_____Ga0075122_10000228||full	0.973	0.020	0.973	dsDNAphage	45807	2	17.100	4.300
virus--3300006027_____Ga0075462_10000083||full	0.727	0.160	0.727	dsDNAphage	25432	0	35.700	3.600
virus--3300006095_____Ga0097679_1000882||full	0.987	0.060	0.987	dsDNAphage	41909	4	47.700	3.100
virus--3300006102_____Ga0075015_100000002||full	1.000	0.020	1.000	dsDNAphage	62638	7	33.700	2.100
virus--3300006115_____Ga0007816_1000060||full	1.000	0.447	1.000	dsDNAphage	31515	5	74.400	0.000
virus--3300006250_____Ga0099391_100479||full	1.000	0.880	1.000	dsDNAphage	33222	4	63.000	0.000
virus--3300006292_____Ga0099622_100239||full	0.993	0.040	0.993	dsDNAphage	45289	3	47.700	7.700
virus--3300006305_____Ga0068468_1000592||full	1.000	0.367	1.000	dsDNAphage	49792	15	90.000	0.000
virus--3300006312_____Ga0099626_100507||full	1.000	0.187	1.000	dsDNAphage	38556	12	75.500	0.000
virus--3300006320_____Ga0099576_1000210||full	0.987	0.027	0.987	dsDNAphage	41448	12	42.700	4.000
virus--3300006460_____Ga0100061_100543||full	0.980	0.007	0.980	dsDNAphage	31234	10	68.400	2.600
virus--3300006502_____Ga0100528_100678||full	0.980	0.040	0.980	dsDNAphage	39321	7	62.300	3.300
virus--3300006523_____Ga0101039_100180||full	0.993	0.147	0.993	dsDNAphage	80548	3	68.400	2.100
virus--3300006564_____Ga0100366_100010||full	0.960	0.013	0.960	dsDNAphage	257645	6	55.200	2.400
virus--3300006564_____Ga0100366_101301||full	1.000	0.573	1.000	dsDNAphage	16732	0	38.200	0.000
virus--3300006678_____Ga0100058_100175||full	1.000	0.087	1.000	dsDNAphage	61096	6	90.400	1.200
virus--3300006738_____Ga0098035_1000063||full	0.913	0.000	0.913	dsDNAphage	68218	2	23.400	6.500
virus--3300006739_____Ga0101793_100564||full	1.000	0.173	1.000	dsDNAphage	33843	8	84.300	0.000
virus--3300006789_____Ga0098054_1000295||full	1.000	0.067	1.000	dsDNAphage	38805	2	40.000	0.000
virus--3300006846_____Ga0075430_100000173||full	1.000	0.007	1.000	dsDNAphage	42567	3	16.900	1.400
virus--3300006874_____Ga0075475_10000041||full	1.000	0.173	1.000	dsDNAphage	40323	8	65.100	0.000
virus--3300006923_____Ga0098053_1000044||full	0.960	0.000	0.960	dsDNAphage	47159	2	29.600	1.900
virus--3300006928_____Ga0098041_1000027||full	0.953	0.007	0.953	dsDNAphage	62353	2	23.700	6.600
virus--3300006946_____Ga0079104_1000394||full	0.993	0.000	0.993	dsDNAphage	49867	10	36.500	4.800
virus--3300007076_____Ga0075435_100000076||full	0.987	0.013	0.987	dsDNAphage	51225	2	27.400	1.200
virus--3300007086_____Ga0103278_100003||full	1.000	0.280	1.000	dsDNAphage	58095	13	94.900	0.000
virus--3300007091_____Ga0104058_100077||full	0.993	0.007	0.993	dsDNAphage	44727	9	70.500	8.200
virus--3300007100_____Ga0102544_100268||full	0.993	0.013	0.993	dsDNAphage	45807	5	47.200	4.200
virus--3300007108_____Ga0102731_100046||full	1.000	0.280	1.000	dsDNAphage	98084	2	96.800	0.000
virus--3300007111_____Ga0102634_100087||full	0.993	0.207	0.993	dsDNAphage	101575	12	59.300	0.000
virus--3300007184_____Ga0103258_100599||full	1.000	0.193	1.000	dsDNAphage	35729	5	89.200	2.700
virus--3300007196_____Ga0103270_100194||full	1.000	0.000	1.000	dsDNAphage	40902	3	30.500	3.400
virus--3300007196_____Ga0103270_100226||full	1.000	0.000	1.000	dsDNAphage	37916	6	37.300	3.400
virus--3300007292_____Ga0104320_100308||full	1.000	0.247	1.000	dsDNAphage	47337	10	70.800	0.000
virus--3300007320_____Ga0104940_1000328||full	1.000	0.047	1.000	dsDNAphage	43047	8	44.600	1.800
virus--3300007353_____Ga0104758_100481||full	1.000	0.140	1.000	dsDNAphage	45273	8	71.100	0.000
virus--3300007362_____Ga0104788_100130||full	0.953	0.000	0.953	dsDNAphage	87724	4	30.100	7.800
virus--3300007362_____Ga0104788_100603||full	1.000	0.120	1.000	dsDNAphage	38884	5	40.000	1.700
virus--3300007497_____Ga0104979_100035||full	1.000	0.007	1.000	dsDNAphage	35724	8	43.600	5.500
virus--3300007501_____Ga0104994_100651||full	0.993	0.040	0.993	dsDNAphage	38350	10	69.800	1.900
virus--3300007502_____Ga0104995_100082||full	1.000	0.147	1.000	dsDNAphage	50770	13	85.300	0.000
virus--3300007530_____Ga0104842_100025||full	0.993	0.307	0.993	dsDNAphage	97161	23	79.000	0.000
virus--3300007541_____Ga0099848_1000293||full	0.773	0.773	0.773	dsDNAphage	22512	0	42.900	0.000
virus--3300007650_____Ga0105532_100074||full	1.000	0.307	1.000	dsDNAphage	94355	2	95.500	0.000
virus--3300007654_____Ga0105017_100964||full	1.000	0.307	1.000	dsDNAphage	17545	4	52.200	0.000
virus--3300007717_____Ga0105662_100006||full	0.987	0.020	0.987	dsDNAphage	142091	11	66.300	3.300
virus--3300007732_____Ga0105756_100314||full	1.000	0.060	1.000	dsDNAphage	36928	9	45.000	0.000
virus--3300007798_____Ga0105755_100251||full	0.960	0.013	0.960	dsDNAphage	64858	5	46.700	8.000
virus--3300007806_____Ga0105890_100308||full	1.000	0.033	1.000	dsDNAphage	43478	7	54.700	1.600
virus--3300007993_____Ga0113877_100004||full	0.947	0.080	0.947	dsDNAphage	238987	11	87.600	0.400
virus--3300007996_____Ga0111052_100409||full	1.000	0.020	1.000	dsDNAphage	36279	9	59.300	5.100
virus--3300008005_____Ga0100385_1000719||full	0.993	0.053	0.993	dsDNAphage	36931	2	33.900	1.700
virus--3300008081_____Ga0113559_100666||full	1.000	0.260	1.000	dsDNAphage	34909	3	47.100	2.000
virus--3300008085_____Ga0100378_1000648||full	1.000	0.547	1.000	dsDNAphage	37910	4	34.000	0.000
virus--3300008096_____Ga0114155_1000214||full	0.987	0.087	0.987	dsDNAphage	81210	3	53.300	2.800
virus--3300008102_____Ga0114249_1000462||full	1.000	0.667	1.000	dsDNAphage	16347	4	56.500	0.000
virus--3300008152_____Ga0114285_1000207||full	1.000	0.020	1.000	dsDNAphage	44676	12	49.300	6.700
virus--3300008153_____Ga0114320_1000163||full	1.000	0.120	1.000	dsDNAphage	38711	12	84.900	0.000
virus--3300008154_____Ga0114321_1000123||full	1.000	0.253	1.000	dsDNAphage	50793	11	56.100	0.000
virus--3300008260_____Ga0114292_100110||full	1.000	0.100	1.000	dsDNAphage	76207	3	82.600	3.700
virus--3300008271_____Ga0111085_100416||full	1.000	0.007	1.000	dsDNAphage	42552	10	64.900	3.500
virus--3300008279_____Ga0114263_1000114||full	0.987	0.313	0.987	dsDNAphage	46738	6	68.800	1.600
virus--3300008408_____Ga0115077_100888||full	1.000	0.407	1.000	dsDNAphage	18708	5	58.300	0.000
virus--3300008454_____Ga0115310_100269||full	0.993	0.207	0.993	dsDNAphage	41133	5	69.600	0.000
virus--3300008480_____Ga0115173_1000249||full	0.980	0.247	0.980	dsDNAphage	38886	13	77.400	0.000
virus--3300008481_____Ga0115177_1000216||full	1.000	0.007	1.000	dsDNAphage	50848	7	37.100	5.700
virus--3300008497_____Ga0111011_101058||full	1.000	0.580	1.000	dsDNAphage	16855	4	60.900	0.000
virus--3300008503_____Ga0111013_100141||full	1.000	0.200	1.000	dsDNAphage	33744	8	76.400	0.000
virus--3300008505_____Ga0111014_100159||full	0.940	0.187	0.940	dsDNAphage	19835	0	27.300	3.000
virus--3300008512_____Ga0115181_100669||full	1.000	0.113	1.000	dsDNAphage	21337	1	45.800	4.200
virus--3300008518_____Ga0115191_100341||full	1.000	0.067	1.000	dsDNAphage	36449	11	80.700	5.300
virus--3300008547_____Ga0111055_100369||full	0.973	0.027	0.973	dsDNAphage	49913	7	67.100	5.500
virus--3300008551_____Ga0111058_100143||full	0.953	0.313	0.953	dsDNAphage	84481	11	82.000	0.000
virus--3300008618_____Ga0111234_100030||full	1.000	0.207	1.000	dsDNAphage	44106	11	59.200	0.000
virus--3300008620_____Ga0111272_100156||full	1.000	0.080	1.000	dsDNAphage	79319	4	60.000	2.000
virus--3300008622_____Ga0111363_100451||full	1.000	0.093	1.000	dsDNAphage	43571	2	63.000	5.600
virus--3300008636_____Ga0111420_100455||full	1.000	0.033	1.000	dsDNAphage	36095	10	60.400	1.900
virus--3300008639_____Ga0115685_1000310||full	1.000	0.020	1.000	dsDNAphage	43917	11	73.700	5.300
virus--3300008645_____Ga0111425_100165||full	0.993	0.027	0.993	dsDNAphage	42867	15	59.300	11.900
virus--3300008676_____Ga0111520_100442||full	1.000	0.307	1.000	dsDNAphage	49903	13	80.300	0.000
virus--3300008688_____Ga0111559_1000052||full	0.987	0.067	0.987	dsDNAphage	56885	5	44.600	1.400
virus--3300008715_____Ga0115609_1000134||full	1.000	0.113	1.000	dsDNAphage	66394	6	72.500	1.100
virus--3300008725_____Ga0115670_1000675||full	0.980	0.240	0.980	dsDNAphage	39928	2	65.400	1.900
virus--3300008746_____Ga0114084_1000147||full	0.987	0.000	0.987	dsDNAphage	61358	2	28.900	3.900
virus--3300008755_____Ga0114091_100333||full	0.993	0.280	0.993	dsDNAphage	34992	4	66.000	0.000
virus--3300009068_____Ga0114973_10000069||full	1.000	0.233	1.000	dsDNAphage	63175	3	63.200	0.000
virus--3300009085_____Ga0105103_10000159||full	1.000	0.087	1.000	dsDNAphage	35933	4	31.700	0.000
virus--3300009151_____Ga0114962_10000448||full	1.000	0.167	1.000	dsDNAphage	36018	4	28.300	0.000
virus--3300009155_____Ga0114968_10000531||full	0.680	0.867	0.867	ssDNA	27312	0	53.300	0.000
virus--3300009160_____Ga0114981_10000082||full	1.000	0.067	1.000	dsDNAphage	49222	2	30.000	0.000
virus--3300009163_____Ga0114970_10000275||full	1.000	0.027	1.000	dsDNAphage	37248	5	42.200	2.200
virus--3300009164_____Ga0114975_10000321||full	1.000	0.520	1.000	dsDNAphage	35766	9	82.800	0.000
virus--3300009181_____Ga0114969_10000446||full	0.987	0.760	0.987	dsDNAphage	35420	9	74.100	0.000
virus--3300009182_____Ga0114959_10000434||full	0.993	0.013	0.993	dsDNAphage	39243	1	39.600	2.100
virus--3300009185_____Ga0114971_10000352||full	1.000	0.060	1.000	dsDNAphage	29119	10	59.500	2.400
virus--3300009498_____Ga0115568_10000064||full	0.973	0.573	0.973	dsDNAphage	72177	8	81.200	1.400
virus--3300009553_____Ga0105249_10000261||full	0.993	0.013	0.993	dsDNAphage	56550	7	36.600	2.400
virus--3300009610_____Ga0105340_1000097||full	1.000	0.047	1.000	dsDNAphage	42201	4	19.300	1.200
virus--3300009629_____Ga0116119_1000430||full	0.700	0.000	0.700	dsDNAphage	28419	0	7.100	3.600
virus--3300009694_____Ga0116170_10000344||full	0.987	0.000	0.987	dsDNAphage	48741	4	23.300	1.700
virus--3300009760_____Ga0116131_1000079||full	0.947	0.000	0.947	dsDNAphage	97172	1	9.500	3.600
virus--3300009791_____Ga0105235_100113||full	1.000	0.000	1.000	dsDNAphage	35013	5	40.500	10.800
virus--3300010275_____Ga0129310_1000607||full	1.000	0.233	1.000	dsDNAphage	40669	11	80.300	0.000
virus--3300010283_____Ga0129312_1000353||full	0.993	0.140	0.993	dsDNAphage	42435	10	77.800	1.900
virus--3300010370_____Ga0129336_10000133||full	1.000	0.113	1.000	dsDNAphage	37451	2	87.500	0.000
virus--3300010390_____Ga0136854_100068||full	1.000	0.000	1.000	dsDNAphage	63029	6	45.600	5.900
virus--3300010400_____Ga0134122_10000170||full	0.980	0.013	0.980	dsDNAphage	39128	10	37.700	13.200
virus--3300010401_____Ga0134121_10000205||full	1.000	0.273	1.000	dsDNAphage	70598	3	37.700	0.900
virus--3300011358_____Ga0121227_100015||full	0.993	0.100	0.993	dsDNAphage	36834	11	71.700	2.200
virus--3300011372_____Ga0120713_10033||full	1.000	0.007	1.000	dsDNAphage	43836	10	58.300	11.700
virus--3300011420_____Ga0137314_1000037||full	1.000	0.000	1.000	dsDNAphage	48174	2	15.300	1.400
virus--3300011564_____Ga0121621_100135||full	1.000	0.000	1.000	dsDNAphage	50398	11	48.200	4.800
virus--3300011612_____Ga0121037_100067||full	1.000	0.007	1.000	dsDNAphage	65570	6	46.100	2.900
virus--3300011741_____Ga0122853_100001||full	0.987	0.027	0.987	dsDNAphage	239531	45	55.300	1.100
virus--3300011796_____Ga0121154_100152||full	0.993	0.007	0.993	dsDNAphage	32679	13	52.200	17.400
virus--3300011812_____Ga0121647_100135||full	0.993	0.240	0.993	dsDNAphage	32774	6	35.400	0.000
virus--3300011977_____Ga0120375_1000463||full	1.000	0.067	1.000	dsDNAphage	46190	8	80.000	3.100
virus--3300011979_____Ga0120379_1000320||full	1.000	0.167	1.000	dsDNAphage	50014	7	61.400	1.800
virus--3300011997_____Ga0120162_1000148||full	0.987	0.007	0.987	dsDNAphage	38210	4	23.000	4.900
virus--3300012001_____Ga0120167_1000060||full	0.993	0.053	0.993	dsDNAphage	64978	10	32.500	0.000
virus--3300012134_____Ga0137330_1000001||full	1.000	0.007	1.000	dsDNAphage	45005	6	37.500	2.800
virus--3300012231_____Ga0137465_1000162||full	0.993	0.000	0.993	dsDNAphage	48425	1	15.300	1.400
virus--3300012232_____Ga0137435_1000047||full	0.993	0.040	0.993	dsDNAphage	53524	8	27.700	0.000
virus--3300012322_____Ga0118180_100004||full	1.000	0.000	1.000	dsDNAphage	37483	6	55.600	3.700
virus--3300012343_____Ga0118377_100002||full	1.000	0.000	1.000	dsDNAphage	37483	6	55.600	3.700
virus--3300012557_____Ga0118595_100002||full	1.000	0.360	1.000	dsDNAphage	41093	12	75.400	0.000
virus--3300012584_____Ga0118346_100002||full	1.000	0.020	1.000	dsDNAphage	38572	5	49.100	1.800
virus--3300012616_____Ga0118210_100001||full	1.000	0.000	1.000	dsDNAphage	38020	6	54.500	3.600
virus--3300012815_____Ga0160440_100219||full	0.973	0.007	0.973	dsDNAphage	42527	19	53.300	11.700
virus--3300012927_____Ga0137416_10000043||full	0.993	0.013	0.993	dsDNAphage	43253	6	30.300	3.000
virus--3300012929_____Ga0137404_10000104||full	1.000	0.040	1.000	dsDNAphage	49609	6	31.900	0.000
virus--3300012940_____Ga0164243_10000865||full	1.000	0.513	1.000	dsDNAphage	51962	23	90.000	0.000
virus--3300012971_____Ga0126369_10000133||full	0.993	0.047	0.993	dsDNAphage	44227	2	36.500	0.000
virus--3300012983_____Ga0123349_10000121||full	1.000	0.007	1.000	dsDNAphage	72202	9	60.300	1.700
virus--3300012984_____Ga0164309_10000008||full	1.000	0.180	1.000	dsDNAphage	118774	2	55.600	0.000
virus--3300012985_____Ga0164308_10000071||full	1.000	0.020	1.000	dsDNAphage	46553	3	27.800	0.000
virus--3300013094_____Ga0164297_10000216||full	0.973	0.000	0.973	dsDNAphage	74489	12	25.400	6.800
virus--3300013126_____Ga0172367_10001646||full	0.987	0.060	0.987	dsDNAphage	31828	1	34.900	11.600
virus--3300013186_____Ga0118578_100002||full	1.000	0.000	1.000	dsDNAphage	37483	6	55.600	3.700
virus--3300013266_____Ga0118143_100010||full	0.993	0.047	0.993	dsDNAphage	43873	14	55.400	1.400
virus--3300013280_____Ga0119915_100010||full	1.000	0.073	1.000	dsDNAphage	70732	5	50.000	1.100
virus--3300013282_____Ga0119927_100007||full	0.993	0.007	0.993	dsDNAphage	65974	5	23.200	5.300
virus--3300013306_____Ga0163162_10000115||full	1.000	0.000	1.000	dsDNAphage	70460	13	46.500	13.100
virus--3300013322_____Ga0118439_100004||full	1.000	0.000	1.000	dsDNAphage	37483	6	55.600	3.700
virus--3300013382_____Ga0116618_100227||full	0.993	0.033	0.993	dsDNAphage	36834	9	66.100	3.400
virus--3300013383_____Ga0116616_1000100||full	1.000	0.253	1.000	dsDNAphage	63762	2	47.600	2.400
virus--3300013414_____Ga0177923_1300765||full	1.000	0.353	1.000	dsDNAphage	36034	12	70.200	0.000
virus--3300013426_____Ga0116649_1000072||full	1.000	0.127	1.000	dsDNAphage	55050	9	65.800	1.300
virus--3300013462_____Ga0118025_100002||full	1.000	0.000	1.000	dsDNAphage	37483	6	55.600	3.700
virus--3300013731_____Ga0118326_100002||full	0.993	0.007	0.993	dsDNAphage	50873	7	34.500	6.000
virus--3300013772_____Ga0120158_10000662||full	1.000	0.053	1.000	dsDNAphage	46096	5	29.500	0.000
virus--3300013800_____Ga0119898_1000003||full	0.993	0.027	0.993	dsDNAphage	99375	5	32.000	4.700
virus--3300013881_____Ga0181303_100014||full	1.000	0.013	1.000	dsDNAphage	61129	4	38.200	2.600
virus--3300013935_____Ga0121004_100098||full	0.993	0.000	0.993	dsDNAphage	49657	12	58.600	4.600
virus--3300013947_____Ga0116653_1000097||full	1.000	0.433	1.000	dsDNAphage	52592	9	68.000	0.000
virus--3300014039_____Ga0116646_1000222||full	0.993	0.007	0.993	dsDNAphage	41338	9	55.600	2.200
virus--3300014039_____Ga0116646_1000746||full	0.787	0.053	0.787	dsDNAphage	18512	0	57.700	3.800
virus--3300014059_____Ga0119868_1000151||full	1.000	0.433	1.000	dsDNAphage	39418	4	25.000	0.000
virus--3300014204_____Ga0172381_10000323||full	0.960	0.207	0.960	dsDNAphage	58815	0	11.400	0.000
virus--3300014204_____Ga0172381_10000440||full	0.980	0.000	0.980	dsDNAphage	49911	8	41.400	8.600
virus--3300014205_____Ga0172380_10001666||full	1.000	0.020	1.000	dsDNAphage	37557	4	26.700	2.200
virus--3300014497_____Ga0182008_10000291||full	1.000	0.020	1.000	dsDNAphage	39155	8	50.700	2.700
virus--3300014526_____Ga0121443_100198||full	0.973	0.007	0.973	dsDNAphage	41899	6	50.600	5.100
virus--3300014544_____Ga0134429_100196||full	0.993	0.333	0.993	dsDNAphage	34288	5	76.600	0.000
virus--3300014571_____Ga0134369_100459||full	0.993	0.100	0.993	dsDNAphage	36892	13	70.200	1.800
virus--3300014656_____Ga0180007_10000655||full	0.993	0.007	0.993	dsDNAphage	54691	6	30.000	3.300
virus--3300014751_____Ga0169793_100334||full	0.980	0.000	0.980	dsDNAphage	43396	10	52.400	17.500
virus--3300014773_____Ga0119928_1000031||full	0.993	0.007	0.993	dsDNAphage	59833	15	58.000	4.300
virus--3300014782_____Ga0134389_1000099||full	1.000	0.060	1.000	dsDNAphage	86642	4	58.400	1.800
virus--3300014798_____Ga0134382_1000230||full	0.967	0.040	0.967	dsDNAphage	54859	11	77.800	3.700
virus--3300014815_____Ga0119815_1000291||full	0.973	0.020	0.973	dsDNAphage	48076	9	39.500	7.400
virus--3300014815_____Ga0119815_1000372||full	0.967	0.013	0.967	dsDNAphage	40747	4	20.000	0.000
virus--3300014827_____Ga0120171_1000298||full	1.000	0.133	1.000	dsDNAphage	42123	2	35.400	0.000
virus--3300014872_____Ga0180087_1000030||full	0.973	0.000	0.973	dsDNAphage	37945	3	25.000	8.300
virus--3300014878_____Ga0180065_1000029||full	1.000	0.420	1.000	dsDNAphage	45117	1	24.700	0.000
virus--3300014917_____Ga0169823_100061||full	0.940	0.000	0.940	dsDNAphage	96967	4	29.400	9.200
virus--3300014918_____Ga0121503_100082||full	1.000	0.000	1.000	dsDNAphage	44531	13	54.800	8.100
virus--3300014941_____Ga0134385_100034||full	1.000	0.380	1.000	dsDNAphage	88810	2	65.900	0.000
virus--3300014954_____Ga0169837_100403||full	0.993	0.013	0.993	dsDNAphage	34966	9	48.200	1.800
virus--3300014962_____Ga0134315_1000005||full	0.987	0.027	0.987	dsDNAphage	64397	1	31.200	1.100
virus--3300014971_____Ga0134442_1000282||full	1.000	0.240	1.000	dsDNAphage	44136	14	73.100	1.500
virus--3300017934_____Ga0187803_10000004||full	0.993	0.007	0.993	dsDNAphage	96671	2	23.100	1.200
virus--3300017963_____Ga0180437_10000391||full	1.000	0.047	1.000	dsDNAphage	85736	3	38.500	0.000
virus--3300017963_____Ga0180437_10001654||full	1.000	0.053	1.000	dsDNAphage	37718	3	42.500	2.700
virus--3300017963_____Ga0180437_10001683||full	0.993	0.353	0.993	dsDNAphage	37414	5	43.600	0.000
virus--3300017971_____Ga0180438_10000872||full	1.000	0.133	1.000	dsDNAphage	55231	2	25.300	0.000
virus--3300017971_____Ga0180438_10001887||full	1.000	0.000	1.000	dsDNAphage	35636	7	40.400	4.300
virus--3300017987_____Ga0180431_10000503||full	1.000	0.007	1.000	dsDNAphage	56481	6	31.800	1.500
virus--3300017989_____Ga0180432_10001086||full	0.987	0.013	0.987	dsDNAphage	43308	11	44.800	6.900
virus--3300017991_____Ga0180434_10000932||full	0.993	0.027	0.993	dsDNAphage	42532	4	20.600	1.500
virus--3300018005_____Ga0187878_1000599||full	0.967	0.053	0.967	dsDNAphage	39478	5	27.000	1.600
virus--3300018025_____Ga0187885_10000584||full	0.960	0.000	0.960	dsDNAphage	43506	2	21.500	7.700
virus--3300018421_____Ga0181592_10000659||full	0.893	0.847	0.893	dsDNAphage	26780	0	62.500	0.000
virus--3300019378_____Ga0187901_10001120||full	1.000	0.033	1.000	dsDNAphage	40976	13	56.000	0.000
virus--3300019758_____Ga0193951_1000052||full	1.000	0.020	1.000	dsDNAphage	46530	7	45.800	1.700
virus--3300020039_____Ga0207352_1010||full	0.973	0.007	0.973	dsDNAphage	40610	2	53.300	6.700
virus--3300020470_____Ga0211543_10000181||full	1.000	0.467	1.000	dsDNAphage	40054	8	93.200	0.000
virus--3300021377_____Ga0213874_10000001||full	0.980	0.007	0.980	dsDNAphage	61716	5	23.500	6.900
virus--3300022067_____Ga0196895_1000001||full	1.000	0.387	1.000	dsDNAphage	60741	7	84.600	0.000
virus--3300022183_____Ga0196891_1000007||full	1.000	0.253	1.000	dsDNAphage	47148	14	95.100	0.000
virus--3300022183_____Ga0196891_1000015||full	1.000	0.453	1.000	dsDNAphage	39294	8	86.800	0.000
virus--3300023033_____Ga0233373_1000002||full	1.000	0.013	1.000	dsDNAphage	46503	11	51.200	3.800
virus--3300024059_____Ga0255040_10000020||full	0.993	0.633	0.993	dsDNAphage	33814	3	97.600	0.000
virus--3300024254_____Ga0247661_1000004||full	0.993	0.020	0.993	dsDNAphage	55382	1	28.800	0.000
virus--3300024288_____Ga0179589_10000007||full	0.993	0.213	0.993	dsDNAphage	34888	6	34.500	0.000
virus--3300026455_____Ga0255155_1000042||full	1.000	0.193	1.000	dsDNAphage	40409	8	60.600	0.000
virus--3300027300_____Ga0255140_1000002||full	1.000	0.060	1.000	dsDNAphage	194136	13	53.600	1.600
virus--3300028023_____Ga0265357_1000002||full	1.000	0.107	1.000	dsDNAphage	57118	2	42.700	1.100
virus--7000000058_____SRS064774_LANL_scaffold_17042||full	1.000	0.033	1.000	dsDNAphage	43190	14	59.700	4.500
virus--7000000130_____SRS062540_LANL_scaffold_81084||full	1.000	0.047	1.000	dsDNAphage	62676	7	38.900	2.100
virus--7000000187_____SRS022609_Baylor_scaffold_23342||full	0.987	0.080	0.987	dsDNAphage	36052	8	64.000	10.000
virus--7000000187_____SRS022609_Baylor_scaffold_29762||full	1.000	0.133	1.000	dsDNAphage	42549	7	86.400	1.700
virus--7000000295_____SRS019219_WUGC_scaffold_20370||full	0.987	0.107	0.987	dsDNAphage	40834	16	81.000	0.000
virus--7000000334_____SRS015217_WUGC_scaffold_5885||full	1.000	0.273	1.000	dsDNAphage	86780	4	87.500	1.200
virus--7000000342_____SRS021954_Baylor_scaffold_48864||full	1.000	0.287	1.000	dsDNAphage	41781	6	45.000	0.000
virus--7000000352_____SRS014923_WUGC_scaffold_5570||full	1.000	0.340	1.000	dsDNAphage	90784	4	65.100	0.000
virus--7000000354_____C1590283||full	1.000	0.040	1.000	dsDNAphage	62754	6	86.400	2.500
virus--7000000363_____SRS015947_WUGC_scaffold_28337||full	1.000	0.020	1.000	dsDNAphage	34750	4	36.200	3.400
virus--7000000417_____SRS011239_Baylor_scaffold_8853||full	1.000	0.400	1.000	dsDNAphage	99665	20	70.200	0.000
virus--7000000421_____SRS043663_LANL_scaffold_33538||full	1.000	0.013	1.000	dsDNAphage	37906	15	90.500	2.400
virus--7000000515_____SRS049995_LANL_scaffold_24778||full	1.000	0.307	1.000	dsDNAphage	60995	12	79.600	1.000
virus--7000000516_____SRS019161_WUGC_scaffold_50713||full	1.000	0.287	1.000	dsDNAphage	78123	3	58.900	0.900
virus--7000000538_____SRS024075_LANL_scaffold_24173||full	1.000	0.093	1.000	dsDNAphage	54903	1	84.800	5.100
virus--7000000600_____SRS016002_WUGC_scaffold_28266||full	1.000	0.020	1.000	dsDNAphage	35311	9	59.600	5.800
virus--7000000615_____SRS019591_WUGC_scaffold_27102||full	0.980	0.000	0.980	dsDNAphage	30511	7	32.400	2.900
virus--7000000681_____SRS018439_Baylor_scaffold_61909||full	1.000	0.667	1.000	dsDNAphage	35538	4	69.800	0.000
virus--7000000681_____SRS018439_Baylor_scaffold_8748||full	0.920	0.073	0.920	dsDNAphage	58350	1	69.400	11.100
virus--7000000690_____SRS055982_Baylor_scaffold_5645||full	0.987	0.120	0.987	dsDNAphage	37726	5	62.700	3.900
virus--7000000698_____SRS024318_LANL_scaffold_79211||full	1.000	0.013	1.000	dsDNAphage	29225	4	42.900	2.400
virus--Alphaproteobacteria_gi_354594202||full	0.920	0.007	0.920	dsDNAphage	56385	12	39.400	15.500
virus--Bacilli_gi_191636824-1043463-1078200||full	0.987	0.120	0.987	dsDNAphage	34688	7	68.800	0.000
virus--Bacilli_gi_297210119-386629-430201||full	0.993	0.213	0.993	dsDNAphage	43523	12	87.900	0.000
