seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
NC_033078.1||full	0.667	0.493	0.667	dsDNAphage	5917	0	50.000	0.000
NC_032926.1||full	0.547	0.580	0.580	ssDNA	4149	0	50.000	0.000
NC_032967.1||full	0.693	0.720	0.720	ssDNA	4109	0	50.000	0.000
NC_032889.1||full	0.473	0.827	0.827	ssDNA	2837	0	50.000	0.000
NC_032805.1||full	0.633	0.800	0.800	ssDNA	3431	0	50.000	0.000
NC_032987.1||full	0.727	0.180	0.727	dsDNAphage	14957	0	14.300	0.000
NC_032955.1||full	0.853	0.500	0.853	dsDNAphage	4253	0	50.000	0.000
NC_033056.1||full	0.860	0.400	0.860	dsDNAphage	4251	0	33.300	0.000
NC_032746.1||full	0.613	0.473	0.613	dsDNAphage	5949	0	50.000	0.000
NC_032958.1||full	0.613	0.433	0.613	dsDNAphage	4799	0	33.300	0.000
NC_032866.1||full	0.880	0.700	0.880	dsDNAphage	5015	0	50.000	0.000
NC_032879.1||full	0.807	0.400	0.807	dsDNAphage	7611	0	50.000	0.000
NC_033143.1||full	0.733	0.660	0.733	dsDNAphage	3832	0	50.000	0.000
NC_033039.1||full	0.633	0.207	0.633	dsDNAphage	9866	0	20.000	0.000
NC_032868.1||full	0.867	0.553	0.867	dsDNAphage	7387	0	50.000	0.000
NC_033162.1||full	0.587	0.313	0.587	dsDNAphage	4557	0	16.700	0.000
NC_033183.1||full	0.647	0.567	0.647	dsDNAphage	3339	0	33.300	0.000
NC_033135.1||full	0.473	0.740	0.740	ssDNA	2761	0	33.300	0.000
NC_033016.1||full	0.700	0.520	0.700	dsDNAphage	3111	0	33.300	0.000
NC_033008.1||full	0.733	0.487	0.733	dsDNAphage	3134	0	33.300	0.000
NC_033018.1||full	0.773	0.127	0.773	dsDNAphage	5083	0	25.000	0.000
NC_032794.1||full	0.787	0.567	0.787	dsDNAphage	7511	0	50.000	0.000
NC_033034.1||full	0.780	0.227	0.780	dsDNAphage	12679	0	16.700	0.000
NC_033042.1||full	0.753	0.400	0.753	dsDNAphage	3140	0	33.300	0.000
NC_033029.1||full	0.600	0.367	0.600	dsDNAphage	5960	0	33.300	0.000
NC_032855.1||full	0.600	0.480	0.600	dsDNAphage	7764	0	50.000	0.000
NC_032761.1||full	0.600	0.553	0.600	dsDNAphage	7572	0	50.000	0.000
NC_032909.1||full	0.593	0.487	0.593	dsDNAphage	7400	0	50.000	0.000
NC_033331.1||full	0.687	0.900	0.900	ssDNA	3035	0	50.000	0.000
NC_032774.1||full	0.553	0.253	0.553	dsDNAphage	8369	0	50.000	0.000
NC_032922.1||full	0.820	0.467	0.820	dsDNAphage	13553	0	50.000	0.000
NC_033254.1||full	0.493	0.507	0.507	ssDNA	5833	0	33.300	0.000
NC_032916.1||full	0.793	0.347	0.793	dsDNAphage	9216	0	50.000	0.000
NC_033224.1||full	0.713	0.267	0.713	dsDNAphage	8381	0	33.300	0.000
NC_033114.1||full	0.867	0.547	0.867	dsDNAphage	5190	0	50.000	0.000
NC_033121.1||full	0.480	0.580	0.580	ssDNA	4477	0	33.300	0.000
NC_032849.1||full	0.667	0.033	0.667	dsDNAphage	10731	0	25.000	0.000
NC_033232.1||full	0.587	0.367	0.587	dsDNAphage	11091	0	33.300	0.000
NC_033102.1||full	0.527	0.307	0.527	dsDNAphage	9080	0	50.000	0.000
NC_033087.1||full	0.847	0.380	0.847	dsDNAphage	7776	0	33.300	0.000
NC_032770.1||full	0.887	0.553	0.887	dsDNAphage	9338	0	50.000	0.000
NC_033218.1||full	0.680	0.300	0.680	dsDNAphage	8602	0	50.000	0.000
NC_032768.1||full	0.693	0.660	0.693	dsDNAphage	3390	0	25.000	0.000
NC_033237.1||full	0.747	0.507	0.747	dsDNAphage	3085	0	25.000	0.000
NC_032731.1||full	0.627	0.473	0.627	dsDNAphage	3811	0	20.000	0.000
NC_032775.1||full	0.713	0.727	0.727	ssDNA	4110	0	50.000	0.000
NC_033023.1||full	0.807	0.847	0.847	ssDNA	2102	0	50.000	0.000
NC_032845.1||full	0.707	0.333	0.707	dsDNAphage	9062	0	50.000	0.000
NC_032896.1||full	0.593	0.387	0.593	dsDNAphage	5817	0	33.300	0.000
NC_032902.1||full	0.520	0.613	0.613	ssDNA	7568	0	50.000	0.000
NC_033304.1||full	0.447	0.820	0.820	ssDNA	2540	0	50.000	0.000
NC_033103.1||full	0.807	0.160	0.807	dsDNAphage	12933	0	16.700	0.000
NC_033070.1||full	0.853	0.220	0.853	dsDNAphage	10902	0	20.000	0.000
NC_033015.1||full	0.560	0.153	0.560	dsDNAphage	10791	0	20.000	0.000
NC_033326.1||full	0.573	0.353	0.573	dsDNAphage	9229	0	33.300	0.000
NC_033325.1||full	0.620	0.587	0.620	dsDNAphage	3167	0	33.300	0.000
NC_032846.1||full	0.833	0.613	0.833	dsDNAphage	3820	0	50.000	0.000
NC_032821.1||full	0.327	0.860	0.860	ssDNA	2528	0	50.000	0.000
NC_032915.1||full	0.687	0.540	0.687	dsDNAphage	5052	0	50.000	0.000
NC_033260.1||full	0.573	0.393	0.573	dsDNAphage	6078	0	33.300	0.000
NC_032745.1||full	0.800	0.380	0.800	dsDNAphage	7606	0	50.000	0.000
NC_033112.1||full	0.527	0.320	0.527	dsDNAphage	9052	0	33.300	0.000
NC_033132.1||full	0.727	0.500	0.727	dsDNAphage	4792	0	33.300	0.000
NC_033179.1||full	0.700	0.433	0.700	dsDNAphage	4605	0	33.300	0.000
NC_033105.1||full	0.660	0.507	0.660	dsDNAphage	4399	0	33.300	0.000
NC_032766.1||full	0.567	0.360	0.567	dsDNAphage	9098	0	33.300	0.000
NC_033227.1||full	0.860	0.400	0.860	dsDNAphage	7676	0	50.000	0.000
NC_032733.1||full	0.613	0.500	0.613	dsDNAphage	5879	0	50.000	0.000
NC_033231.1||full	0.640	0.400	0.640	dsDNAphage	3264	0	33.300	0.000
NC_032767.1||full	0.720	0.940	0.940	ssDNA	3423	0	50.000	0.000
NC_033220.1||full	0.753	0.867	0.867	ssDNA	3377	0	50.000	0.000
NC_032949.1||full	0.367	0.727	0.727	ssDNA	2447	0	50.000	0.000
NC_033063.1||full	0.627	0.853	0.853	ssDNA	3782	0	50.000	0.000
NC_033076.1||full	0.727	0.487	0.727	dsDNAphage	3289	0	33.300	0.000
NC_033155.1||full	0.560	0.520	0.560	dsDNAphage	4814	0	50.000	0.000
NC_033123.1||full	0.627	0.720	0.720	ssDNA	3518	0	66.700	0.000
NC_033191.1||full	0.820	0.347	0.820	dsDNAphage	3328	0	25.000	0.000
NC_033011.1||full	0.373	0.513	0.513	ssDNA	4570	0	33.300	0.000
NC_032860.1||full	0.580	0.487	0.580	dsDNAphage	7610	0	50.000	0.000
NC_032925.1||full	0.740	0.473	0.740	dsDNAphage	4101	0	33.300	0.000
NC_033303.1||full	0.573	0.640	0.640	ssDNA	3164	0	50.000	0.000
NC_032982.1||full	0.860	0.133	0.860	dsDNAphage	11410	0	20.000	0.000
NC_032944.1||full	0.653	0.140	0.653	dsDNAphage	13996	0	16.700	0.000
NC_032891.1||full	0.720	0.727	0.727	ssDNA	4235	0	50.000	0.000
NC_033305.1||full	0.853	0.933	0.933	ssDNA	2951	0	50.000	0.000
NC_032907.1||full	0.893	0.107	0.893	dsDNAphage	13013	0	14.300	0.000
NC_032780.1||full	0.500	0.460	0.500	dsDNAphage	8218	0	50.000	0.000
NC_033251.1||full	0.667	0.353	0.667	dsDNAphage	4922	0	33.300	0.000
NC_033233.1||full	0.640	0.447	0.640	dsDNAphage	4705	0	33.300	0.000
NC_033097.1||full	0.540	0.540	0.540	dsDNAphage	4650	0	50.000	0.000
NC_033071.1||full	0.673	0.133	0.673	dsDNAphage	11312	0	25.000	0.000
NC_032752.1||full	0.600	0.487	0.600	dsDNAphage	10014	0	50.000	0.000
NC_032769.1||full	0.633	0.360	0.633	dsDNAphage	8944	0	50.000	0.000
NC_033195.1||full	0.573	0.353	0.573	dsDNAphage	9007	0	33.300	0.000
NC_033225.1||full	0.700	0.360	0.700	dsDNAphage	5888	0	50.000	0.000
NC_033160.1||full	0.593	0.520	0.593	dsDNAphage	8923	0	50.000	0.000
NC_032884.1||full	0.647	0.807	0.807	ssDNA	3673	0	66.700	0.000
NC_033263.1||full	0.453	0.540	0.540	ssDNA	5015	0	33.300	0.000
NC_032741.1||full	0.833	0.293	0.833	dsDNAphage	6327	0	33.300	0.000
NC_033006.1||full	0.660	0.167	0.660	dsDNAphage	11099	0	20.000	0.000
NC_032736.1||full	0.620	0.327	0.620	dsDNAphage	7415	0	33.300	0.000
NC_032757.1||full	0.733	0.380	0.733	dsDNAphage	9011	0	33.300	0.000
NC_033216.1||full	0.793	0.360	0.793	dsDNAphage	5001	0	33.300	0.000
NC_033140.1||full	0.620	0.427	0.620	dsDNAphage	4702	0	33.300	0.000
NC_032738.1||full	0.753	0.440	0.753	dsDNAphage	9830	0	50.000	0.000
NC_033206.1||full	0.787	0.587	0.787	dsDNAphage	8588	0	50.000	0.000
NC_033050.1||full	0.687	0.573	0.687	dsDNAphage	7873	0	50.000	0.000
NC_032993.1||full	0.853	0.400	0.853	dsDNAphage	10789	0	50.000	0.000
NC_033040.1||full	0.653	0.420	0.653	dsDNAphage	8668	0	50.000	0.000
NC_033190.1||full	0.480	0.573	0.573	ssDNA	8084	0	50.000	0.000
NC_032831.1||full	0.540	0.640	0.640	ssDNA	4790	0	50.000	0.000
NC_032782.1||full	0.500	0.720	0.720	ssDNA	4545	0	50.000	0.000
NC_033207.1||full	0.507	0.473	0.507	dsDNAphage	3573	0	33.300	0.000
NC_032984.1||full	0.720	0.767	0.767	ssDNA	3494	0	33.300	0.000
NC_033248.1||full	0.693	0.453	0.693	dsDNAphage	2962	0	33.300	0.000
NC_033334.1||full	0.867	0.993	0.993	ssDNA	2531	0	100.000	0.000
NC_032826.1||full	0.753	0.567	0.753	dsDNAphage	3918	0	66.700	0.000
NC_032726.1||full	0.693	0.347	0.693	dsDNAphage	5581	0	33.300	0.000
NC_032856.1||full	0.740	0.907	0.907	ssDNA	2207	0	50.000	0.000
NC_032970.1||full	0.740	0.467	0.740	dsDNAphage	4085	0	33.300	0.000
NC_032832.1||full	0.500	0.353	0.500	dsDNAphage	3724	0	25.000	0.000
NC_033119.1||full	0.633	0.487	0.633	dsDNAphage	8636	0	50.000	0.000
NC_032973.1||full	0.873	0.253	0.873	dsDNAphage	9488	0	25.000	0.000
NC_033053.1||full	0.907	0.193	0.907	dsDNAphage	10660	0	25.000	0.000
NC_033256.1||full	0.813	0.420	0.813	dsDNAphage	10150	0	50.000	0.000
NC_033062.1||full	0.820	0.393	0.820	dsDNAphage	7954	0	50.000	0.000
NC_033093.1||full	0.633	0.520	0.633	dsDNAphage	9383	0	50.000	0.000
NC_033226.1||full	0.660	0.433	0.660	dsDNAphage	8343	0	50.000	0.000
NC_032964.1||full	0.833	0.933	0.933	ssDNA	3383	0	50.000	0.000
NC_033267.1||full	0.840	0.100	0.840	dsDNAphage	13317	0	14.300	0.000
NC_033152.1||full	0.807	0.187	0.807	dsDNAphage	9850	0	20.000	0.000
NC_032804.1||full	0.687	0.320	0.687	dsDNAphage	9109	0	50.000	0.000
NC_033270.1||full	0.307	1.000	1.000	ssDNA	2069	0	66.700	0.000
NC_032825.1||full	0.620	0.560	0.620	dsDNAphage	7740	0	50.000	0.000
NC_033110.1||full	0.720	0.373	0.720	dsDNAphage	8115	0	33.300	0.000
NC_033101.1||full	0.687	0.587	0.687	dsDNAphage	11881	0	50.000	0.000
NC_033048.1||full	0.767	0.980	0.980	ssDNA	1994	0	50.000	0.000
NC_032901.1||full	0.667	0.840	0.840	ssDNA	3165	0	50.000	0.000
NC_033080.1||full	0.560	0.507	0.560	dsDNAphage	7919	0	50.000	0.000
NC_032812.1||full	0.687	0.193	0.687	dsDNAphage	10460	0	25.000	0.000
NC_033021.1||full	0.547	0.127	0.547	dsDNAphage	10933	0	25.000	0.000
NC_033145.1||full	0.880	0.500	0.880	dsDNAphage	9043	0	50.000	0.000
NC_032759.1||full	0.800	0.307	0.800	dsDNAphage	9374	0	50.000	0.000
NC_033009.1||full	0.613	0.487	0.613	dsDNAphage	3836	0	33.300	0.000
NC_032960.1||full	0.567	0.767	0.767	ssDNA	2099	0	50.000	0.000
NC_032929.1||full	0.867	0.120	0.867	dsDNAphage	11900	0	16.700	0.000
NC_033120.1||full	0.760	0.867	0.867	ssDNA	2693	0	50.000	0.000
NC_032996.1||full	0.693	0.287	0.693	dsDNAphage	10033	0	33.300	0.000
NC_033164.1||full	0.573	0.800	0.800	ssDNA	3151	0	50.000	0.000
NC_032842.1||full	0.840	0.380	0.840	dsDNAphage	7992	0	50.000	0.000
NC_032814.1||full	0.660	0.567	0.660	dsDNAphage	8575	0	50.000	0.000
NC_032921.1||full	0.747	0.433	0.747	dsDNAphage	7882	0	50.000	0.000
NC_032789.1||full	0.820	0.907	0.907	ssDNA	4121	0	66.700	0.000
NC_032988.1||full	0.840	0.433	0.840	dsDNAphage	4700	0	33.300	0.000
NC_033069.1||full	0.640	0.507	0.640	dsDNAphage	8335	0	50.000	0.000
NC_033212.1||full	0.547	0.480	0.547	dsDNAphage	8765	0	50.000	0.000
NC_032986.1||full	0.787	0.147	0.787	dsDNAphage	10555	0	25.000	0.000
NC_032777.1||full	0.633	0.133	0.633	dsDNAphage	10417	0	25.000	0.000
NC_033005.1||full	0.767	0.340	0.767	dsDNAphage	11690	0	50.000	0.000
NC_032743.1||full	0.500	0.360	0.500	dsDNAphage	10790	0	50.000	0.000
NC_032992.1||full	0.820	0.260	0.820	dsDNAphage	4715	0	16.700	0.000
NC_033122.1||full	0.567	0.307	0.567	dsDNAphage	9400	0	50.000	0.000
NC_033027.1||full	0.607	0.073	0.607	dsDNAphage	9478	0	20.000	0.000
NC_032971.1||full	0.807	0.167	0.807	dsDNAphage	11594	0	20.000	0.000
NC_033438.1||full	0.960	0.800	0.960	dsDNAphage	4669	0	100.000	0.000
NC_033446.1||full	0.440	0.740	0.740	ssDNA	2750	0	50.000	0.000
NC_033444.1||full	0.860	0.980	0.980	ssDNA	4344	0	66.700	0.000
NC_033439.1||full	0.493	0.613	0.613	ssDNA	3736	0	33.300	0.000
NC_033421.1||full	0.673	0.113	0.673	dsDNAphage	11839	0	12.500	0.000
NC_033436.1||full	0.727	0.160	0.727	dsDNAphage	9602	0	20.000	0.000
NC_033422.1||full	0.713	0.620	0.713	dsDNAphage	4305	0	50.000	0.000
NC_033430.1||full	0.780	0.780	0.780	dsDNAphage	2818	0	33.300	0.000
NC_033443.1||full	0.887	0.787	0.887	dsDNAphage	4565	0	66.700	0.000
NC_033435.1||full	0.800	0.840	0.840	ssDNA	2672	0	33.300	0.000
NC_033425.1||full	0.660	0.367	0.660	dsDNAphage	9873	0	33.300	0.000
NC_033424.1||full	0.807	0.513	0.807	dsDNAphage	5526	0	50.000	0.000
NC_033434.1||full	0.820	0.173	0.820	dsDNAphage	4099	0	25.000	0.000
NC_033420.1||full	0.540	0.413	0.540	dsDNAphage	5075	0	33.300	0.000
NC_033432.1||full	0.240	0.827	0.827	ssDNA	2694	0	33.300	0.000
NC_033429.1||full	0.853	0.133	0.853	dsDNAphage	4755	0	25.000	0.000
NC_033440.1||full	0.413	0.693	0.693	ssDNA	4391	0	50.000	0.000
NC_033452.1||full	0.587	0.727	0.727	ssDNA	2531	0	50.000	0.000
NC_033428.1||full	0.820	0.600	0.820	dsDNAphage	4902	0	50.000	0.000
NC_033441.1||full	0.587	0.913	0.913	ssDNA	2643	0	50.000	0.000
NC_033433.1||full	0.667	0.607	0.667	dsDNAphage	2847	0	25.000	0.000
NC_033416.1||full	0.800	0.280	0.800	dsDNAphage	10681	0	33.300	0.000
NC_033415.1||full	0.653	0.500	0.653	dsDNAphage	8462	0	50.000	0.000
NC_033460.1||full	0.693	0.333	0.693	dsDNAphage	9116	0	50.000	0.000
NC_033489.1||full	0.827	0.947	0.947	ssDNA	2558	0	50.000	0.000
NC_033469.1||full	0.560	0.213	0.560	dsDNAphage	10197	0	16.700	0.000
NC_033461.1||full	0.860	0.093	0.860	dsDNAphage	14951	0	14.300	0.000
NC_033455.1||full	0.547	0.347	0.547	dsDNAphage	9423	0	33.300	0.000
NC_033456.1||full	0.687	0.447	0.687	dsDNAphage	8282	0	50.000	0.000
NC_033467.1||full	0.667	0.693	0.693	ssDNA	7340	0	50.000	0.000
NC_033472.1||full	0.813	0.940	0.940	ssDNA	2885	0	50.000	0.000
NC_033466.1||full	0.840	0.527	0.840	dsDNAphage	5960	0	50.000	0.000
NC_033470.1||full	0.500	0.687	0.687	ssDNA	3319	0	50.000	0.000
NC_033487.1||full	0.487	0.640	0.640	ssDNA	3176	0	50.000	0.000
NC_033423.1||full	0.820	0.107	0.820	dsDNAphage	207897	1	62.600	8.200
NC_033554.1||full	0.700	1.000	1.000	ssDNA	2308	0	100.000	0.000
NC_033712.1||full	0.707	0.133	0.707	dsDNAphage	10147	0	25.000	0.000
NC_033708.1||full	0.607	0.480	0.607	dsDNAphage	8031	0	50.000	0.000
NC_033733.1||full	0.853	0.460	0.853	dsDNAphage	9373	0	50.000	0.000
NC_033713.1||full	0.447	0.760	0.760	ssDNA	2740	0	33.300	0.000
NC_033741.1||full	0.520	0.833	0.833	ssDNA	4574	1	33.300	0.000
NC_033743.1||full	0.787	1.000	1.000	ssDNA	2106	0	50.000	0.000
NC_033696.1||full	0.647	0.247	0.647	dsDNAphage	3639	0	25.000	0.000
NC_033716.1||full	0.627	0.453	0.627	dsDNAphage	9442	0	50.000	0.000
NC_033705.1||full	0.633	0.160	0.633	dsDNAphage	11634	0	16.700	0.000
NC_033703.1||full	0.833	0.173	0.833	dsDNAphage	9146	0	25.000	0.000
NC_033709.1||full	0.893	0.327	0.893	dsDNAphage	3944	0	25.000	0.000
NC_033714.1||full	0.833	0.127	0.833	dsDNAphage	10855	0	25.000	0.000
NC_033751.1||full	0.660	0.873	0.873	ssDNA	2633	0	50.000	0.000
NC_033710.1||full	0.593	0.353	0.593	dsDNAphage	9232	0	33.300	0.000
NC_033722.1||full	0.840	0.473	0.840	dsDNAphage	8864	0	50.000	0.000
NC_033746.1||full	0.587	0.987	0.987	ssDNA	4176	1	40.000	0.000
NC_033736.1||full	0.333	0.980	0.980	ssDNA	1948	0	66.700	0.000
NC_033700.1||full	0.673	0.033	0.673	dsDNAphage	27897	0	16.700	0.000
NC_033727.1||full	0.820	0.453	0.820	dsDNAphage	11309	0	33.300	0.000
NC_033718.1||full	0.600	0.473	0.600	dsDNAphage	9214	0	50.000	0.000
NC_033735.1||full	0.500	0.273	0.500	dsDNAphage	16405	0	33.300	0.000
NC_033762.1||full	0.793	0.940	0.940	ssDNA	2873	0	50.000	0.000
NC_033744.1||full	0.593	0.960	0.960	ssDNA	4361	1	50.000	0.000
NC_033742.1||full	0.467	1.000	1.000	ssDNA	1859	0	66.700	0.000
NC_033738.1||full	0.553	0.053	0.553	dsDNAphage	6987	0	25.000	0.000
NC_033720.1||full	0.787	0.293	0.787	dsDNAphage	7923	0	33.300	0.000
NC_033704.1||full	0.867	0.507	0.867	dsDNAphage	7161	0	50.000	0.000
NC_033728.1||full	0.627	0.420	0.627	dsDNAphage	11417	0	33.300	0.000
NC_033719.1||full	0.613	0.100	0.613	dsDNAphage	6245	0	20.000	0.000
NC_033701.1||full	0.820	0.060	0.820	dsDNAphage	11614	0	14.300	0.000
NC_033717.1||full	0.687	0.193	0.687	dsDNAphage	11184	0	25.000	0.000
NC_033731.1||full	0.713	0.113	0.713	dsDNAphage	12447	0	14.300	0.000
NC_033707.1||full	0.820	0.360	0.820	dsDNAphage	9673	0	33.300	0.000
NC_033747.1||full	0.407	0.987	0.987	ssDNA	2103	0	66.700	0.000
NC_033734.1||full	0.747	0.873	0.873	ssDNA	2669	0	50.000	0.000
NC_033730.1||full	0.867	0.387	0.867	dsDNAphage	8422	0	50.000	0.000
NC_033752.1||full	0.720	0.680	0.720	dsDNAphage	2775	0	33.300	0.000
NC_033776.1||full	0.573	0.447	0.573	dsDNAphage	7379	0	50.000	0.000
NC_033779.1||full	0.740	0.993	0.993	ssDNA	2627	0	100.000	0.000
NC_033775.1||full	0.920	0.060	0.920	dsDNAphage	375758	7	51.200	3.700
NC_033777.1||full	0.547	0.900	0.900	ssDNA	3625	0	50.000	0.000
NC_033781.1||full	0.933	0.800	0.933	dsDNAphage	6785	0	100.000	0.000
NC_033793.1||full	0.567	0.540	0.567	dsDNAphage	9587	0	50.000	0.000
NC_033819.1||full	0.513	0.527	0.527	ssDNA	7028	0	50.000	0.000
NC_033826.1||full	0.793	0.333	0.793	dsDNAphage	8129	0	50.000	0.000
NC_033824.1||full	0.700	0.367	0.700	dsDNAphage	8671	0	33.300	0.000
NC_033825.1||full	0.773	0.240	0.773	dsDNAphage	8081	0	33.300	0.000
NC_034017.1||full	0.867	0.560	0.867	dsDNAphage	10395	0	50.000	0.000
NC_034152.1||full	0.827	0.313	0.827	dsDNAphage	8838	0	33.300	0.000
NC_034154.1||full	0.573	0.160	0.573	dsDNAphage	9295	0	25.000	0.000
NC_034157.1||full	0.740	0.327	0.740	dsDNAphage	7815	0	50.000	0.000
NC_034158.1||full	0.500	0.140	0.500	dsDNAphage	9000	0	25.000	0.000
NC_034153.1||full	0.780	0.333	0.780	dsDNAphage	8712	0	33.300	0.000
NC_034207.1||full	0.773	0.120	0.773	dsDNAphage	5600	0	25.000	0.000
NC_034209.1||full	0.387	0.933	0.933	ssDNA	2982	0	40.000	0.000
NC_034218.1||full	0.847	0.713	0.847	dsDNAphage	5058	0	28.600	0.000
NC_034219.1||full	0.533	0.507	0.533	dsDNAphage	4874	0	40.000	0.000
NC_034221.1||full	0.547	0.400	0.547	dsDNAphage	4866	0	33.300	0.000
NC_034220.1||full	0.520	0.480	0.520	dsDNAphage	3880	0	50.000	0.000
NC_034253.1||full	0.500	0.387	0.500	dsDNAphage	5237	0	33.300	0.000
NC_034246.1||full	0.567	0.047	0.567	dsDNAphage	5675	0	16.700	0.000
NC_034247.1||full	0.507	0.247	0.507	dsDNAphage	5533	0	25.000	0.000
NC_034248.1||full	1.000	0.000	1.000	dsDNAphage	115039	9	39.100	3.000
NC_025349.3||full	0.760	0.133	0.760	dsDNAphage	15322	0	12.500	0.000
NC_034265.1||full	0.747	0.147	0.747	dsDNAphage	5531	0	25.000	0.000
NC_034267.1||full	0.800	0.427	0.800	dsDNAphage	6800	0	50.000	0.000
NC_034383.1||full	0.800	0.000	0.800	dsDNAphage	395100	3	21.100	3.100
NC_034382.1||full	0.707	0.380	0.707	dsDNAphage	34594	0	87.500	0.000
NC_034240.1||full	0.653	0.020	0.653	dsDNAphage	12954	0	14.300	0.000
NC_034266.1||full	0.613	0.127	0.613	dsDNAphage	201959	0	53.600	0.000
NC_034008.1||full	0.827	0.680	0.827	dsDNAphage	6585	0	50.000	0.000
NC_034243.1||full	0.507	0.167	0.507	dsDNAphage	4017	0	25.000	0.000
NC_034249.1||full	0.793	0.000	0.793	dsDNAphage	350267	3	17.200	3.000
NC_034264.1||full	0.627	0.040	0.627	dsDNAphage	7325	0	20.000	0.000
NC_034273.1||full	0.420	0.500	0.500	ssDNA	9877	0	50.000	0.000
NC_034455.1||full	0.660	0.047	0.660	dsDNAphage	15140	0	7.700	0.000
NC_034441.1||full	0.753	0.327	0.753	dsDNAphage	4009	0	33.300	0.000
NC_034443.1||full	0.793	0.167	0.793	dsDNAphage	11378	0	16.700	0.000
NC_034448.1||full	0.787	0.147	0.787	dsDNAphage	12806	0	11.100	0.000
NC_034456.1||full	0.667	0.620	0.667	dsDNAphage	4642	0	60.000	0.000
NC_034451.1||full	0.827	0.080	0.827	dsDNAphage	11526	0	12.500	0.000
NC_034450.1||full	0.740	0.053	0.740	dsDNAphage	13020	0	12.500	0.000
NC_034445.1||full	0.460	0.960	0.960	ssDNA	4173	0	66.700	0.000
NC_034444.1||full	0.947	0.327	0.947	dsDNAphage	8200	0	33.300	0.000
NC_034446.1||full	0.520	0.147	0.520	dsDNAphage	147174	0	52.900	0.000
NC_034440.1||full	0.567	0.007	0.567	dsDNAphage	29640	0	10.000	0.000
NC_034454.1||full	0.627	0.227	0.627	dsDNAphage	10791	0	20.000	0.000
NC_034447.1||full	0.860	0.073	0.860	dsDNAphage	12918	0	11.100	0.000
NC_034449.1||full	0.560	0.113	0.560	dsDNAphage	13070	0	11.100	0.000
NC_034544.1||full	0.840	0.140	0.840	dsDNAphage	12984	0	10.000	0.000
NC_034532.1||full	0.507	0.787	0.787	ssDNA	4697	0	75.000	0.000
NC_034535.1||full	0.880	0.140	0.880	dsDNAphage	10728	0	20.000	0.000
NC_034508.1||full	0.827	0.187	0.827	dsDNAphage	11075	0	20.000	0.000
NC_034539.1||full	0.753	0.107	0.753	dsDNAphage	10863	0	20.000	0.000
NC_034568.1||full	0.727	0.453	0.727	dsDNAphage	7953	0	50.000	0.000
NC_034547.1||full	0.827	1.000	1.000	ssDNA	1518	1	100.000	0.000
NC_034534.1||full	0.687	0.113	0.687	dsDNAphage	13540	0	10.000	0.000
NC_034545.1||full	0.660	0.220	0.660	dsDNAphage	10941	0	16.700	0.000
NC_034551.1||full	0.540	0.027	0.540	dsDNAphage	11756	0	16.700	0.000
NC_034549.1||full	0.760	0.153	0.760	dsDNAphage	11394	0	20.000	0.000
NC_034542.1||full	0.807	0.113	0.807	dsDNAphage	11142	0	14.300	0.000
NC_034536.1||full	0.847	0.133	0.847	dsDNAphage	12399	0	16.700	0.000
NC_034540.1||full	0.847	0.200	0.847	dsDNAphage	11387	0	16.700	0.000
NC_034543.1||full	0.633	0.107	0.633	dsDNAphage	13121	0	9.100	0.000
NC_028750.1||full	1.000	0.253	1.000	dsDNAphage	176036	43	91.600	0.000
NC_027378.1||full	1.000	0.273	1.000	dsDNAphage	56775	11	50.000	0.000
NC_027372.1||full	1.000	0.253	1.000	dsDNAphage	39413	7	64.400	0.000
NC_025448.1||full	1.000	0.253	1.000	dsDNAphage	165168	44	95.500	0.000
NC_028857.1||full	0.993	0.313	0.993	dsDNAphage	172724	45	78.300	0.000
NC_028755.1||full	1.000	0.233	1.000	dsDNAphage	178137	43	95.300	0.000
NC_027394.1||full	1.000	0.300	1.000	dsDNAphage	39987	7	69.600	0.000
NC_027979.1||full	1.000	0.227	1.000	dsDNAphage	168390	44	96.600	0.000
NC_026170.1||full	0.587	1.000	1.000	ssDNA	965	1	50.000	0.000
NC_027992.1||full	0.993	0.040	0.993	dsDNAphage	39325	12	64.300	8.900
NC_030950.1||full	1.000	0.047	1.000	dsDNAphage	46845	12	51.500	0.000
NC_029008.1||full	1.000	0.033	1.000	dsDNAphage	41345	12	61.900	3.200
NC_028247.1||full	1.000	0.340	1.000	dsDNAphage	89921	14	65.500	0.700
NC_027293.1||full	1.000	0.467	1.000	dsDNAphage	87920	14	64.900	0.800
NC_025419.1||full	1.000	0.247	1.000	dsDNAphage	168391	46	95.500	0.000
NC_030949.1||full	1.000	0.047	1.000	dsDNAphage	46845	12	51.500	0.000
NC_027986.1||full	0.993	0.027	0.993	dsDNAphage	38788	14	70.400	3.700
NC_028886.1||full	1.000	0.000	1.000	dsDNAphage	38156	11	48.300	6.700
NC_032527.1||full	0.660	0.560	0.660	dsDNAphage	8353	0	50.000	0.000
NC_034569.1||full	0.740	0.260	0.740	dsDNAphage	9020	0	33.300	0.000
NC_031461.1||full	0.867	0.633	0.867	dsDNAphage	20708	0	50.000	0.000
NC_031949.1||full	0.500	0.120	0.500	dsDNAphage	8786	0	16.700	0.000
NC_034615.1||full	0.807	0.647	0.807	dsDNAphage	3169	0	50.000	0.000
