contig,kaiju_match_ratio,keep_score_all,keep_score_high_recall,keep_score_high_MCC
London_Maria_0004796,NA,0,1,0
London_Maria_0004800,0.028232971372161894,-1.5,0.5,-1.5
London_Maria_0004801,0.09559549674106262,2.5,2.5,1.5
London_Maria_0004802,NA,-1.5,0.5,-1.5
London_Maria_0004812,0.07835377918480411,-1,1,-1
London_Maria_0004819,0.03961180431768667,-1.5,0.5,-1.5
London_Maria_0004829,0.029984114376489276,-1,1,-1
London_Maria_0004835,0.35653211374030624,-1.5,0.5,-1.5
London_Maria_0004852,0.03745019920318725,0,1,0
London_Maria_0004862,0.12799520766773162,-1.5,0.5,-1.5
London_Maria_0004864,0.15061925689172992,0.5,1.5,0.5
London_Maria_0004865,0.06693306693306693,-1,1,-1
London_Maria_0004874,0.1384276855371074,-1.5,0.5,-1.5
London_Maria_0004888,0.10168471720818291,-1,1,-1
London_Maria_0004907,NA,2,2,1
London_Maria_0004914,NA,1.5,1.5,1.5
London_Maria_0004919,0.13767385607740376,1,1,1
London_Maria_0004950,NA,-1.5,0.5,-1.5
London_Maria_0004969,0.029274242732262656,-1.5,0.5,-1.5
London_Maria_0004978,0.0362451639177357,-1.5,0.5,-1.5
London_Maria_0004989,0.2898816809465524,-1.5,0.5,-1.5
London_Maria_0004992,0.029189630536844254,-1.5,0.5,-1.5
London_Maria_0004994,0.17949765162344292,1,1,1
London_Maria_0004996,NA,1,2,0.5
London_Maria_0005029,0.23949149067049416,-1.5,0.5,-1.5
London_Maria_0005034,0.10958341883849784,-1.5,0.5,-1.5
London_Maria_0005104,0.26681846408611054,1,1,1
London_Maria_0005111,0.22208411021338306,0,1,0
London_Maria_0005118,0.053874844591794445,-1.5,0.5,-1.5
London_Maria_0005137,0.181025534565082,-1.5,0.5,-1.5
London_Maria_0005146,0.030139264186239866,3.5,3.5,2.5
London_Maria_0005156,0.08074921956295525,0.5,0.5,0.5
London_Maria_0005184,0.16391731050323657,-1,1,-1
London_Maria_0005186,0.038027580442958626,-1.5,0.5,-1.5
London_Maria_0005195,0.032642812303829254,1,2,1
London_Maria_0005207,NA,-1.5,0.5,-1.5
London_Maria_0005217,0.04236577181208054,2.5,2.5,1.5
London_Maria_0005229,0.03867171080285835,-1.5,0.5,-1.5
London_Maria_0005235,NA,2,2,1
London_Maria_0005236,0.032393773664282706,-1.5,0.5,-1.5
London_Maria_0005238,0.026725589225589225,-1,1,-1
London_Maria_0005241,0.06168421052631579,2,2,1.5
London_Maria_0005252,0.03752899009065992,0,2,0
London_Maria_0005262,NA,0,1,0
London_Maria_0005283,0.030296610169491527,0,2,-1
London_Maria_0005295,0.1723625557206538,-1.5,0.5,-1.5
London_Maria_0005303,0.04487452148022118,2,2,1.5
London_Maria_0005312,NA,2,2,1.5
London_Maria_0005315,0.2667092379736058,-1,1,-1
London_Maria_0005317,NA,-1.5,0.5,-1.5
London_Maria_0005321,0.060063897763578275,1,1,1
London_Maria_0005332,0.03840409643695328,-1,1,-1
London_Maria_0005339,0.0730457069628364,1,2,0
London_Maria_0005350,0.12962566844919787,-0.5,1.5,-0.5
London_Maria_0005352,0.027599486521181,-1,1,-1
London_Maria_0005359,0.07303491111587064,-1.5,0.5,-1.5
London_Maria_0005363,0.14206128133704735,1.5,1.5,1.5
London_Maria_0005378,0.03328322954691862,1,1,1
London_Maria_0005379,0.3501611170784103,-1.5,0.5,-1.5
London_Maria_0005393,0.1297332185886403,2.5,2.5,1.5
London_Maria_0005394,0.08713425129087779,2.5,2.5,1.5
London_Maria_0005401,0.02994398965962947,-0.5,1.5,-0.5
London_Maria_0005409,0.2279491050248005,-1,1,-1
London_Maria_0005418,0.027867790019442645,-1.5,0.5,-1.5
London_Maria_0005459,NA,-1,1,-1
London_Maria_0005474,0.048615652932199695,2,2,1.5
London_Maria_0005485,0.04954168485377564,1,1,1
London_Maria_0005488,0.26506550218340613,3.5,3.5,2.5
London_Maria_0005498,NA,2.5,2.5,1.5
London_Maria_0005515,NA,1.5,2.5,0.5
London_Maria_0005530,0.040008793141349745,-1,1,-1
London_Maria_0005601,0.03948535936113576,1,1,1
London_Maria_0005607,0.02796271637816245,-1,1,-1
London_Maria_0005608,NA,-1.5,0.5,-1.5
London_Maria_0005619,0.09597867140635415,1,1,0.5
London_Maria_0005631,NA,2,2,1.5
London_Maria_0005636,0.03922442611990194,-1.5,0.5,-1.5
London_Maria_0005644,0.07901785714285714,-1,1,-1
London_Maria_0005650,0.2177797632343087,-1.5,0.5,-1.5
London_Maria_0005662,0.04875866696488481,1.5,1.5,1.5
London_Maria_0005670,NA,-1.5,0.5,-1.5
London_Maria_0005681,0.5359946176272707,-1.5,0.5,-1.5
London_Maria_0005682,0.049136190262508414,1.5,1.5,0.5
London_Maria_0005690,0.2855218855218855,-1.5,0.5,-1.5
London_Maria_0005691,0.02761562640323305,-1,1,-1
London_Maria_0005697,0.3511690647482014,-1,1,-1
London_Maria_0005699,0.0702070207020702,1,1,1
London_Maria_0005738,NA,-1,1,-1
London_Maria_0005740,NA,2.5,2.5,1.5
London_Maria_0005747,0.11739425469350825,0,1,0
London_Maria_0005765,0.1375481531837752,-1.5,0.5,-1.5
London_Maria_0005778,0.026118555530320237,-1.5,0.5,-1.5
London_Maria_0005781,0.11883662803908203,1.5,1.5,1.5
London_Maria_0005789,0.024778358717890428,-1.5,0.5,-1.5
London_Maria_0005799,0.20127504553734063,2,2,2
London_Maria_0005807,NA,0.5,1.5,0
London_Maria_0005817,0.06251425963951632,-1.5,0.5,-1.5
London_Maria_0005818,0.055441478439425054,2,2,1
London_Maria_0005821,NA,-0.5,1.5,-0.5
London_Maria_0005825,0.08040201005025126,-1.5,0.5,-1.5
London_Maria_0005853,0.32339449541284404,-1,1,-1
London_Maria_0005856,0.03877036017435192,0.5,1.5,0.5
London_Maria_0005864,0.29201101928374656,-1,1,-1
London_Maria_0005868,0.03076216712580349,-1,1,-1
London_Maria_0005886,NA,0,1,0
London_Maria_0005890,0.026036866359447006,1.5,1.5,1.5
London_Maria_0005906,0.30994691899376875,0.5,0.5,0.5
London_Maria_0005921,0.05625,-1.5,0.5,-1.5
London_Maria_0005977,0.07923560941505477,0,1,0
London_Maria_0005978,0.07900256350501049,0,1,0
London_Maria_0005983,NA,-1,1,-1
London_Maria_0006011,0.4997661365762395,-1.5,0.5,-1.5
London_Maria_0006016,0.05031593728059911,-1,1,-1
London_Maria_0006030,NA,-1.5,0.5,-1.5
London_Maria_0006040,NA,-0.5,1.5,-0.5
London_Maria_0006063,NA,2,2,1.5
London_Maria_0006071,0.04001883239171375,0,1,0
London_Maria_0006090,0.11428571428571428,0.5,0.5,0.5
London_Maria_0006099,NA,0,1,0
London_Maria_0006100,0.044444444444444446,-1.5,0.5,-1.5
London_Maria_0006116,0.15849324804548684,0.5,0.5,0.5
London_Maria_0006144,0.28996194100856326,-1.5,0.5,-1.5
London_Maria_0006147,0.12800380680466333,-1.5,0.5,-1.5
London_Maria_0006159,0.18794664125774177,-1.5,0.5,-1.5
London_Maria_0006175,NA,0.5,1.5,0.5
London_Maria_0006180,NA,0,1,0
London_Maria_0006204,0.04099736274274754,0.5,0.5,0.5
London_Maria_0006211,0.05830134357005758,-1.5,0.5,-1.5
London_Maria_0006218,0.07252641690682037,0.5,1.5,0.5
London_Maria_0006238,0.1791907514450867,-1.5,0.5,-1.5
London_Maria_0006250,NA,0,1,0
London_Maria_0006253,0.06605593056894889,0,1,0
London_Maria_0006257,0.08998793727382388,-1,1,-1
London_Maria_0006266,0.10140028971511347,-1.5,0.5,-1.5
London_Maria_0006271,0.031899468342194294,-1.5,0.5,-1.5
London_Maria_0006278,0.03967102080309628,0,1,0
London_Maria_0006298,0.028606060606060607,-1,1,-1
London_Maria_0006303,0.06571290009699321,2,2,1
London_Maria_0006307,0.07837903421499635,-1,1,-1
London_Maria_0006316,0.10466245750364254,-1,1,-1
London_Maria_0006326,0.04352054461463652,-1,1,-1
London_Maria_0006330,0.1393821454633909,1,1,1
London_Maria_0006331,0.048430275006084204,1,1,1
London_Maria_0006363,NA,-1.5,0.5,-1.5
London_Maria_0006364,0.1350293542074364,-1.5,0.5,-1.5
London_Maria_0006369,0.31636897479814047,-1.5,0.5,-1.5
London_Maria_0006414,0.13827951688439732,-1,1,-1
London_Maria_0006425,NA,0,1,0
London_Maria_0006433,0.2227441285537701,-0.5,1.5,-0.5
London_Maria_0006442,0.09648688767936665,-1.5,0.5,-1.5
London_Maria_0006449,0.06412478336221837,1.5,1.5,1.5
London_Maria_0006489,NA,1.5,2.5,0.5
London_Maria_0006492,0.10311332503113325,-1.5,0.5,-1.5
London_Maria_0006513,NA,-1,1,-1
London_Maria_0006520,0.27811094452773616,-1.5,0.5,-1.5
London_Maria_0006536,0.11339173967459325,0,1,0
London_Maria_0006537,0.02828535669586984,-1.5,0.5,-1.5
London_Maria_0006538,0.02828535669586984,-1,1,-1
London_Maria_0006556,NA,-1.5,0.5,-1.5
London_Maria_0006558,0.04589917231000752,-1,1,-1
London_Maria_0006569,0.04418779814210394,-1.5,0.5,-1.5
London_Maria_0006585,0.047547169811320754,-1.5,0.5,-1.5
London_Maria_0006603,NA,1.5,1.5,1.5
London_Maria_0006615,0.059848484848484845,-1,1,-1
London_Maria_0006620,0.6078827690752906,-1.5,0.5,-1.5
London_Maria_0006624,NA,1,1,1
London_Maria_0006628,0.07029077117572692,-1,1,-1
London_Maria_0006681,NA,-1,1,-1
London_Maria_0006692,0.05272542027508915,-1,1,-1
London_Maria_0006703,0.03058883507519755,0,1,0
London_Maria_0006706,0.29839326702371843,0,1,0
London_Maria_0006709,0.09693877551020408,0,1,0
London_Maria_0006718,0.07709982129180495,-1.5,0.5,-1.5
London_Maria_0006728,0.03552261691796575,-1,1,-1
London_Maria_0006729,0.07822085889570553,-1.5,0.5,-1.5
London_Maria_0006734,0.03375959079283888,1.5,1.5,1.5
London_Maria_0006740,NA,1,1,1
London_Maria_0006753,0.03691361189438606,0.5,0.5,0.5
London_Maria_0006754,0.08153846153846153,0.5,1.5,0.5
London_Maria_0006770,0.04980744544287548,-1.5,0.5,-1.5
London_Maria_0006776,NA,3,3,2
London_Maria_0006795,0.1214929214929215,1,1,1
London_Maria_0006797,0.11405767250257466,-1,1,-1
London_Maria_0006807,0.03555784591600103,-1,1,-1
London_Maria_0006817,0.2870776373484653,3.5,3.5,2.5
London_Maria_0006839,0.20879689521345407,-1.5,0.5,-1.5
London_Maria_0006847,0.4227284493916645,-1.5,0.5,-1.5
London_Maria_0006853,NA,0,1,0
London_Maria_0006855,NA,0.5,1.5,0.5
London_Maria_0006863,NA,0,1,0
London_Maria_0006868,0.15164892235782915,2.5,2.5,2
London_Maria_0006890,0.04448491155046826,0.5,1.5,0.5
London_Maria_0006893,0.17720530835284934,-1,1,-1
London_Maria_0006915,0.22561293688054251,1,1,1
London_Maria_0006918,0.23532481085311766,-1.5,0.5,-1.5
London_Maria_0006931,0.46799059315390645,0,1,0
London_Maria_0006940,0.17773131207527443,-1,1,-1
London_Maria_0006951,0.15968586387434555,2,2,2
London_Maria_0006955,0.2504584752423369,1,2,0.5
London_Maria_0006969,0.03541448058761805,2.5,2.5,1.5
London_Maria_0006989,0.1167806417674908,-1.5,0.5,-1.5
London_Maria_0006995,0.035780057879505396,0.5,1.5,0.5
London_Maria_0006996,NA,-1,1,-1
London_Maria_0006998,0.07975783100816004,-1.5,0.5,-1.5
London_Maria_0006999,0.2782311134509081,-1.5,0.5,-1.5
London_Maria_0007000,NA,-1.5,0.5,-1.5
London_Maria_0007003,0.05529225908372828,0,1,0
London_Maria_0007005,0.04556228601527522,0,1,0
London_Maria_0007031,0.44573541061526273,2.5,2.5,1.5
London_Maria_0007032,NA,0,1,0
London_Maria_0007039,0.1636700158646219,2,2,1
London_Maria_0007043,0.21449352023274265,1,1,1
London_Maria_0007054,0.10007942811755362,0,1,0
London_Maria_0007058,0.06251655629139073,0,1,0
London_Maria_0007063,0.03869599787967135,1,1,1
London_Maria_0007069,0.05118005833996288,-1.5,0.5,-1.5
London_Maria_0007081,0.06932270916334661,-1.5,0.5,-1.5
London_Maria_0007095,0.15087812666311867,0.5,1.5,0.5
London_Maria_0007127,NA,1.5,1.5,1
London_Maria_0007137,0.04997327632282202,-1,1,-1
London_Maria_0007144,0.25280898876404495,0.5,1.5,0.5
London_Maria_0007151,0.22323340471092076,-1.5,0.5,-1.5
London_Maria_0007161,0.03617363344051447,-1,1,-1
London_Maria_0007164,NA,-1.5,0.5,-1.5
London_Maria_0007169,NA,0,1,0
London_Maria_0007175,0.06013422818791946,1,1,1
London_Maria_0007231,NA,-1.5,0.5,-1.5
London_Maria_0007254,0.10208502572434336,0,1,0
London_Maria_0007256,0.05417118093174431,-1.5,0.5,-1.5
London_Maria_0007273,0.13758480325644504,-1.5,0.5,-1.5
London_Maria_0007306,NA,2,2,1
London_Maria_0007321,0.30945872061235646,-1.5,0.5,-1.5
London_Maria_0007327,0.05333698030634573,0,1,0
London_Maria_0007330,0.09140667761357417,0,1,0
London_Maria_0007347,0.11842105263157894,-1,1,-1
London_Maria_0007354,0.07654320987654321,-1.5,0.5,-1.5
London_Maria_0007364,0.03159340659340659,-1,1,-1
London_Maria_0007372,0.06212204507971413,0,1,0
London_Maria_0007391,NA,-1,1,-1
London_Maria_0007400,0.0637065637065637,-1.5,0.5,-1.5
London_Maria_0007413,NA,0,1,0
London_Maria_0007440,NA,2.5,2.5,1.5
London_Maria_0007443,NA,0,1,0
London_Maria_0007445,NA,0.5,1.5,0.5
London_Maria_0007460,0.030555555555555555,1,1,1
London_Maria_0007467,0.25236242356864924,0,1,0
London_Maria_0007480,0.08154745338157529,-1,1,-1
London_Maria_0007536,0.05016816143497758,1,1,1
London_Maria_0007539,0.08522567984300533,2.5,2.5,1.5
London_Maria_0007544,0.07036725539669189,-1.5,0.5,-1.5
London_Maria_0007550,0.5344924284913067,-1.5,0.5,-1.5
London_Maria_0007568,0.06964335860713283,1.5,1.5,1.5
London_Maria_0007597,0.08309859154929577,1.5,1.5,0.5
London_Maria_0007614,0.1340293453724605,1.5,1.5,1.5
London_Maria_0007615,0.11992099322799098,1.5,1.5,1.5
London_Maria_0007617,NA,-1,1,-1
London_Maria_0007637,0.03307888040712468,-1.5,0.5,-1.5
London_Maria_0007656,NA,-1,1,-1
London_Maria_0007684,NA,2,2,1
London_Maria_0007688,0.10934393638170974,2.5,2.5,1.5
London_Maria_0007714,NA,-1.5,0.5,-1.5
London_Maria_0007719,0.03164196123147092,-1,1,-1
London_Maria_0007720,NA,2,2,1
London_Maria_0007727,0.12696148359486448,-1.5,0.5,-1.5
London_Maria_0007730,0.03795662100456621,2.5,2.5,2.5
London_Maria_0007731,NA,0.5,1.5,0.5
London_Maria_0007732,NA,-1,1,-1
London_Maria_0007739,NA,-1.5,0.5,-1.5
London_Maria_0007741,0.08454727220794059,0,1,0
London_Maria_0007750,NA,1,2,0
London_Maria_0007760,NA,-1.5,0.5,-1.5
London_Maria_0007769,NA,0,1,0
London_Maria_0007770,0.07386200973375322,-1.5,0.5,-1.5
London_Maria_0007776,0.3580635920939559,0.5,1.5,0.5
London_Maria_0007782,0.11607910576096303,0,1,0
London_Maria_0007783,0.07513622024663034,1,1,1
London_Maria_0007808,0.16302472685451408,-1,1,-1
London_Maria_0007815,NA,-1,1,-1
London_Maria_0007818,NA,0,1,0
London_Maria_0007837,0.14433880726015558,3.5,3.5,2.5
London_Maria_0007857,0.047907647907647906,2,2,1.5
London_Maria_0007871,NA,-1,1,-1
London_Maria_0007874,NA,0.5,1.5,0.5
London_Maria_0007882,0.06655092592592593,1,1,1
London_Maria_0007887,0.1282570932252461,-1,1,-1
London_Maria_0007895,NA,-1.5,0.5,-1.5
London_Maria_0007899,0.07505070993914807,0.5,1.5,0.5
London_Maria_0007946,0.12910729863332365,2.5,2.5,1.5
London_Maria_0007948,0.09307737056428156,0,1,0
London_Maria_0007966,0.08389163996504514,-1,1,-1
London_Maria_0007981,NA,1.5,1.5,1.5
London_Maria_0007986,0.072992700729927,-1,1,-1
London_Maria_0007999,0.5745178258328463,-1,1,-1
London_Maria_0008001,0.03712364805612394,-1,1,-1
London_Maria_0008011,0.06231714452896431,2.5,2.5,1.5
London_Maria_0008014,0.04916593503072871,-1,1,-1
London_Maria_0008030,0.04686584651435267,3.5,3.5,2.5
London_Maria_0008052,0.05668135095447871,1.5,1.5,1.5
London_Maria_0008055,0.09488836662749706,2.5,2.5,1.5
London_Maria_0008058,0.057873090481786134,-1.5,0.5,-1.5
London_Maria_0008102,0.23944493652199586,-0.5,1.5,-0.5
London_Maria_0008120,NA,-1,1,-1
London_Maria_0008134,0.06662718389102754,-1.5,0.5,-1.5
London_Maria_0008136,0.04293751850755108,0,1,0
London_Maria_0008145,0.12114928909952606,0,1,0
London_Maria_0008146,0.040296296296296295,-0.5,1.5,-0.5
London_Maria_0008163,0.12370216552951646,0,1,0
London_Maria_0008164,0.27825571047167014,-1,1,-1
London_Maria_0008168,0.20118694362017805,2.5,2.5,2.5
London_Maria_0008195,0.4558167212139244,-1.5,0.5,-1.5
London_Maria_0008219,NA,-0.5,1.5,-1.5
London_Maria_0008231,0.25671641791044775,-1,1,-1
London_Maria_0008244,0.1676628810520024,2,2,2
London_Maria_0008263,0.0529940119760479,-0.5,1.5,-0.5
London_Maria_0008271,0.0341521869382864,2.5,2.5,1.5
London_Maria_0008297,0.15165165165165165,2.5,2.5,1.5
London_Maria_0008299,0.481981981981982,1,2,1
London_Maria_0008305,0.041165865384615384,-1.5,0.5,-1.5
London_Maria_0008308,0.04269392663860493,-0.5,1.5,-0.5
London_Maria_0008310,NA,0,1,0
London_Maria_0008315,0.07282575985555222,-1,1,-1
London_Maria_0008316,0.11137868753762793,-1.5,0.5,-1.5
London_Maria_0008342,0.04161640530759952,-1.5,0.5,-1.5
London_Maria_0008345,0.26304675716440423,-1.5,0.5,-1.5
London_Maria_0008360,0.05646135265700483,-1,1,-1
London_Maria_0008361,0.7472062820900031,-1.5,0.5,-1.5
London_Maria_0008375,0.038403386755367405,-1,1,-1
London_Maria_0008383,0.07957639939485628,2.5,2.5,1.5
London_Maria_0008391,0.1089588377723971,-1,1,-1
London_Maria_0008398,0.04845548152634767,1,1,0.5
London_Maria_0008438,NA,0.5,1.5,0.5
London_Maria_0008458,0.2954614681693573,-1,1,-1
London_Maria_0008472,0.034156755108264714,-1.5,0.5,-1.5
London_Maria_0008500,NA,0.5,1.5,0
London_Maria_0008520,NA,-1,1,-1
London_Maria_0008525,0.32516089488201044,-1,1,-1
London_Maria_0008531,0.055793991416309016,0,1,0
London_Maria_0008542,0.03468385512584408,-1.5,0.5,-1.5
London_Maria_0008567,0.033825338253382534,0,1,0
London_Maria_0008573,0.06559901447489991,-1,1,-1
London_Maria_0008587,0.0465618254702436,-1.5,0.5,-1.5
London_Maria_0008600,0.15462962962962962,-1,1,-1
London_Maria_0008637,0.038056930693069306,-1,1,-1
London_Maria_0008644,0.1284432064376354,0.5,0.5,0.5
London_Maria_0008647,NA,2,2,1
London_Maria_0008650,0.4004335707649427,1.5,1.5,1.5
London_Maria_0008651,0.07061009600495509,-1,1,-1
London_Maria_0008717,NA,0,1,0
London_Maria_0008756,0.05126602063144733,1.5,1.5,1.5
London_Maria_0008804,0.211864406779661,-1,1,-1
London_Maria_0008812,NA,-1,1,-1
London_Maria_0008815,NA,-1,1,-1
London_Maria_0008879,0.06090249289996844,-1,1,-1
London_Maria_0008889,0.23808020208399117,-1,1,-1
London_Maria_0008891,0.04357436059362172,2.5,2.5,1.5
London_Maria_0008898,0.2619273301737757,-0.5,1.5,-0.5
London_Maria_0008899,0.08183254344391785,0.5,1.5,0.5
London_Maria_0008913,0.045871559633027525,2.5,2.5,2.5
London_Maria_0008954,0.5166719593521752,-1.5,0.5,-1.5
London_Maria_0009013,0.18013414244650272,2.5,2.5,1.5
London_Maria_0009020,NA,0,2,0
London_Maria_0009051,NA,-1,1,-1
London_Maria_0009072,0.17633857005450465,2,2,1
London_Maria_0009083,0.04043645699614891,1,2,0.5
London_Maria_0009117,0.03701319600901191,-1,1,-1
London_Maria_0009118,NA,-1,1,-1
London_Maria_0009131,0.38788659793814434,0.5,1.5,0.5
London_Maria_0009132,NA,1.5,1.5,1.5
London_Maria_0009133,0.04220360824742268,-1,1,-1
London_Maria_0009139,NA,-1.5,0.5,-1.5
London_Maria_0009147,0.0361406905453372,-1.5,0.5,-1.5
London_Maria_0009156,NA,-1,1,-1
London_Maria_0009169,NA,2.5,2.5,1.5
London_Maria_0009184,0.10097087378640776,-1.5,0.5,-1.5
London_Maria_0009189,NA,2.5,2.5,1.5
London_Maria_0009218,0.04832954914044762,-1.5,0.5,-1.5
London_Maria_0009220,0.08141420694129095,-1,1,-1
London_Maria_0009231,0.03571428571428571,-1.5,0.5,-1.5
London_Maria_0009251,NA,-1.5,0.5,-1.5
London_Maria_0009253,0.04390243902439024,-1,1,-1
London_Maria_0009312,NA,1.5,1.5,1.5
London_Maria_0009320,0.044189852700491,-1.5,0.5,-1.5
London_Maria_0009322,0.27013752455795675,-1.5,0.5,-1.5
London_Maria_0009335,NA,-1,1,-1
London_Maria_0009342,NA,-1,1,-1
London_Maria_0009347,NA,2,2,1
London_Maria_0009373,0.1098322920092075,-1.5,0.5,-1.5
London_Maria_0009390,0.11392821863681264,1,2,0
London_Maria_0009398,0.06359143327841846,-1,1,-1
London_Maria_0009432,0.27113606340819024,1.5,2.5,0.5
London_Maria_0009450,0.059854497354497355,-1,1,-1
London_Maria_0009451,NA,0,1,0
London_Maria_0009461,0.03540701522170748,-1,1,-1
London_Maria_0009463,0.45018205892088714,-1,1,-1
London_Maria_0009502,0.035856573705179286,0,1,0
London_Maria_0009523,0.1110372340425532,0,2,-1
London_Maria_0009524,0.2923179248420352,2.5,2.5,1.5
London_Maria_0009525,NA,0,1,0
London_Maria_0009528,0.03792415169660679,-1,1,-1
London_Maria_0009547,0.049983338887037654,0,1,0
London_Maria_0000012,0.010888578973348861,2,2,2
London_Maria_0000029,0.013424815214790577,3,3,3
London_Maria_0000064,0.01743399435617921,1.5,1.5,1.5
London_Maria_0000068,0.007571719086260341,-0.5,0.5,-0.5
London_Maria_0000078,0.03269901102464332,2,2,2
London_Maria_0000089,0.004873074652498256,2.5,2.5,2.5
London_Maria_0000115,0.023335130593973744,1,1,1
London_Maria_0000125,0.03661812144852812,1,1,1
London_Maria_0000383,0.009354889342332444,1.5,1.5,1.5
London_Maria_0000402,0.024893337182818463,1.5,1.5,1.5
London_Maria_0000410,0.06467677885554327,0,1,0
Nieuwkoop_DHB_0000009,NA,0.5,0.5,0.5
Nieuwkoop_DHB_0000027,0.002196632584893056,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000055,0.0031104664204214083,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000224,NA,1,1,1
Nieuwkoop_DHB_0000273,0.011826155513945008,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000302,0.0045871559633027525,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000304,0.028207461328480437,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000311,0.004129583481666073,-1,1,-1
Nieuwkoop_DHB_0000333,0.09736515582804176,3.5,3.5,3.5
Nieuwkoop_DHB_0000348,NA,1,1,1
Nieuwkoop_DHB_0000358,0.005973083320731892,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000384,0.008166149738918771,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000463,0.03659738398136535,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000477,0.009655235232499886,1,1,1
Nieuwkoop_DHB_0000478,NA,0.5,0.5,0.5
Nieuwkoop_DHB_0000488,0.00602803738317757,2.5,2.5,2.5
Nieuwkoop_DHB_0000557,0.0081686163775716,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000578,NA,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000617,0.00906721685307851,0.5,0.5,0.5
Nieuwkoop_DHB_0000643,0.021585160202360877,0.5,0.5,0.5
Nieuwkoop_DHB_0000684,0.014240973822608284,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000687,0.011062470421202081,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000708,0.009056877188745321,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000745,0.011066898781397662,2.5,2.5,2.5
Nieuwkoop_DHB_0000763,0.007906388361796331,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000807,0.025225460724088353,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000821,0.010077570775044752,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000838,0.014860432425195797,2,2,1.5
Nieuwkoop_DHB_0000845,NA,1,1,1
Nieuwkoop_DHB_0000850,NA,-1,1,-1
Nieuwkoop_DHB_0000868,0.013823308013412715,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000896,0.009769032168027353,-0.5,1.5,-1
Nieuwkoop_DHB_0000935,NA,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000939,0.012298012298012298,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000952,0.02578962619530571,0,1,0
Nieuwkoop_DHB_0000959,0.01055543422872534,-1,1,-1
Nieuwkoop_DHB_0000966,NA,-1,1,-1
Nieuwkoop_DHB_0000971,0.012210371460095624,-1.5,0.5,-1.5
Nieuwkoop_DHB_0000973,0.06722627199764376,1,1,1
Nieuwkoop_DHB_0001014,0.009758328886178242,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001017,0.014044729409968705,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001031,NA,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001056,0.011104160150140758,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001077,0.014112423689843811,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001106,NA,2.5,2.5,1.5
Nieuwkoop_DHB_0001119,0.010874008666503147,1,1,1
Nieuwkoop_DHB_0001139,0.016241299303944315,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001153,NA,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001156,NA,-1,1,-1
Nieuwkoop_DHB_0001166,0.03204802976492474,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001179,NA,2,2,1
Nieuwkoop_DHB_0001190,NA,2,2,1
Nieuwkoop_DHB_0001196,NA,-0.5,0.5,-0.5
Nieuwkoop_DHB_0001208,0.0181054841249016,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001216,0.01455884932467988,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001218,0.0182648401826484,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001232,0.014194464158977998,-0.5,1.5,-1
Nieuwkoop_DHB_0001240,0.019721577726218097,0,2,-1
Nieuwkoop_DHB_0001264,0.012740580103008945,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001273,0.018933187693428,-1,1,-1
Nieuwkoop_DHB_0001279,0.06804895871392035,-1,1,-1
Nieuwkoop_DHB_0001304,0.015171137835337651,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001314,0.018516795384758537,1,1,1
Nieuwkoop_DHB_0001335,0.014113662024840046,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001342,0.035498489425981876,1.5,1.5,1.5
Nieuwkoop_DHB_0001344,0.021002838221381267,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001350,NA,0,1,0
Nieuwkoop_DHB_0001365,0.011281070745697896,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001368,NA,1,1,1
Nieuwkoop_DHB_0001378,NA,1,1,1
Nieuwkoop_DHB_0001384,0.018144966702055787,-1.5,0.5,-1.5
Nieuwkoop_DHB_0001397,0.012415130940834141,1,3,0.5
Nieuwkoop_DHB_0001402,0.01235168255203268,-1,1,-1
